İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Félix Lemaréchal,1130942,Pro League 23/24,Pro League,Cercle Brugge,7.0709677419355,31,2,7,2,6,4.79556856,671,937,71.611526147279,202,491,296,51,56,57.731958762887,62,21,5,0,0,22,23.404255319149,35,6,137,49.10394265233,41,49.397590361446,2228,5.7142857142857,0,0,0,0,0,0,39,44.318181818182,25,0,0,45,511,31,95,45,1539,19,32,0,0,26,3,17,1,0,4,0,0,0,0,0,0,26,0.0,50,97,94,88,31,37,59.677419354839,0,246,785,2,2.5138,198,0,31,0.0
Hugo Siquet,983041,Pro League 23/24,Pro League,Cercle Brugge,7.1433333333333,30,0,4,1,3,5.11355798,444,797,55.708908406524,146,359,176,46,16,69.565217391304,87,49,4,0,0,61,22.846441947566,21,6,128,54.935622317597,38,55.072463768116,2309,0.0,0,0,0,0,6,0,48,26.229508196721,48,0,0,14,714,16,140,52,1789,26,21,1,0,63,0,2,0,0,2,0,0,0,0,0,0,27,0.0,46,23,267,183,31,58,66.666666666667,0,208,856,4,1.2218,194,0,30,0.0
Leonardo Lopes,783478,Pro League 23/24,Pro League,Cercle Brugge,7.0060606060606,33,2,2,5,3,2.33267849,649,1015,63.940886699507,196,461,270,26,17,42.5,67,43,6,0,0,8,25.806451612903,37,10,130,53.941908713693,83,58.86524822695,2680,5.4054054054054,0,0,0,0,1,0,48,31.372549019608,56,1,0,17,543,25,86,34,1681,46,49,1,0,24,0,8,0,0,6,0,0,0,0,0,0,30,0.0,26,40,31,153,29,44,65.671641791045,0,253,793,1,4.58,225,0,33,0.0
Oumar Diakité,1188191,Pro League 25/26,Pro League,Cercle Brugge,6.5105263157895,19,4,2,9,0,1.09898744,178,235,75.744680851064,41,137,86,20,17,53.125,11,3,4,1,1,2,18.181818181818,28,11,45,39.130434782609,35,38.461538461538,1189,14.285714285714,1,1,2,0,0,0,0,0.0,3,0,0,27,169,7,5,1,474,17,27,0,0,3,21,3,0,0,0,0,0,0,0,0,0,13,0.0,20,32,11,5,22,7,63.636363636364,0,54,181,0,5.3872,31,2,20,0.0
Dante Vanzeir,822673,Pro League 25/26,Pro League,Cercle Brugge,6.48,15,1,1,1,0,0.52797065,80,136,58.823529411765,15,65,49,5,4,40.0,2,4,0,0,0,3,12.5,15,5,8,24.242424242424,9,31.034482758621,640,6.6666666666667,0,0,1,0,0,0,3,50.0,6,0,0,9,115,6,5,1,251,2,7,0,0,3,13,6,0,0,1,0,0,0,0,0,0,6,0.0,5,10,24,6,9,2,100.0,0,24,112,0,0.9629,19,0,15,0.0
Abdoul Kader Ouattara,1652684,Pro League 25/26,Pro League,Cercle Brugge,6.3666666666667,3,0,0,0,0,0.20173325,12,17,70.588235294118,3,9,5,1,0,0.0,0,0,0,0,0,0,0.0,0,0,4,57.142857142857,2,40.0,91,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1,14,1,2,2,34,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,0,1,1,0,0.0,0,3,14,0,0.0,5,0,3,0.0
Abdoul Kader Ouattara,1652684,Pro League 24/25,Pro League,Cercle Brugge,6.75,8,2,0,1,0,0.47334058,37,63,58.730158730159,9,32,16,3,1,14.285714285714,6,1,1,0,0,4,44.444444444444,11,5,15,42.857142857143,7,35.0,295,18.181818181818,0,0,0,0,0,0,0,0.0,0,0,0,6,59,3,2,0,148,8,6,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0.0,3,7,9,2,6,4,66.666666666667,0,11,61,0,1.9732,10,0,8,0.0
Abdoul Kader Ouattara,1652684,Pro League 23/24,Pro League,Cercle Brugge,6.4666666666667,6,0,0,1,0,0.03585828,17,26,65.384615384615,3,14,8,0,3,60.0,0,2,0,0,0,0,0.0,1,1,4,33.333333333333,1,14.285714285714,80,0.0,0,0,0,0,0,0,0,0.0,1,0,0,2,18,2,1,1,48,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,3,0,2,0,0.0,0,4,25,0,0.3359,7,0,7,0.0
Steve Ngoura,1394411,Pro League 25/26,Pro League,Cercle Brugge,6.57,30,4,6,7,4,2.06087595,199,324,61.41975308642,36,163,97,21,22,33.333333333333,7,2,2,0,0,4,16.666666666667,56,15,65,36.111111111111,76,49.032258064516,1842,7.1428571428571,3,2,1,0,0,0,2,25.0,18,0,0,43,361,19,11,4,789,37,26,1,0,7,27,17,0,0,2,0,0,0,0,0,0,22,0.0,21,66,24,8,29,6,85.714285714286,0,49,275,1,7.1623,62,1,30,0.0
Steve Ngoura,1394411,Pro League 24/25,Pro League,Cercle Brugge,6.5222222222222,9,0,0,3,0,0.47024267,61,90,67.777777777778,9,52,32,4,5,26.315789473684,1,0,0,0,0,0,0.0,13,4,15,30.612244897959,11,33.333333333333,421,0.0,0,0,0,0,0,0,1,100.0,4,0,0,14,89,4,4,1,201,9,6,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,0.0,4,19,5,1,10,1,100.0,0,10,85,0,0.7661,17,0,9,0.0
Charles Herrmann,1470008,Pro League 25/26,Pro League,Cercle Brugge,6.4666666666667,3,0,0,0,0,0.03405434,18,24,75.0,7,11,7,0,1,25.0,3,0,0,0,0,1,100.0,2,0,5,38.461538461538,0,0.0,71,0.0,0,0,0,0,0,0,0,0.0,0,0,0,2,15,0,2,1,44,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,0,0,3,100.0,0,7,17,0,0.1143,7,0,3,0.0
Oluwaseun Adewumi,1201883,Pro League 25/26,Pro League,Cercle Brugge,6.6076923076923,26,4,0,15,0,1.04661547,180,259,69.498069498069,45,135,89,12,24,52.173913043478,13,3,2,0,0,2,9.0909090909091,50,21,57,44.186046511628,18,27.692307692308,1453,8.0,0,0,1,0,0,0,1,9.0909090909091,5,0,0,32,213,15,8,3,570,20,14,2,0,4,9,12,0,0,2,0,0,0,0,0,0,16,0.0,12,46,22,11,28,4,30.769230769231,0,63,196,0,6.6712,53,1,27,0.0
Krys Kouassi,2001165,Pro League 25/26,Pro League,Cercle Brugge,6.6375,8,0,0,0,0,0.05339415,24,31,77.41935483871,5,19,10,1,0,0.0,1,0,1,0,0,0,0.0,2,0,6,75.0,6,46.153846153846,115,0.0,0,0,1,0,0,0,3,100.0,1,0,0,0,18,2,1,0,55,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,3,3,2,0,0.0,0,5,26,0,0.1243,5,0,10,0.0
Heriberto Jurado,1153538,Pro League 25/26,Pro League,Cercle Brugge,6.56,5,0,0,0,0,0.01654831,9,14,64.285714285714,2,7,4,1,4,66.666666666667,3,0,0,0,0,1,16.666666666667,1,0,8,57.142857142857,1,25.0,63,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,18,2,0,0,47,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,6,6,2,1,2,66.666666666667,0,4,10,0,0.0777,4,0,5,0.0
Heriberto Jurado,1153538,Pro League 24/25,Pro League,Cercle Brugge,0.0,0,0,0,0,0,0.00024351,1,1,100.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0.0,0,0,1,0.0
Lawrence Agyekum,1185568,Pro League 25/26,Pro League,Cercle Brugge,6.6740740740741,27,0,3,3,2,1.9270587,340,462,73.593073593074,132,208,105,16,16,48.484848484848,69,21,5,0,0,8,19.512195121951,25,6,131,56.95652173913,18,32.142857142857,1870,0.0,0,0,0,0,0,0,16,42.105263157895,24,0,0,30,268,17,24,9,953,46,28,1,0,27,2,9,0,0,5,0,0,0,0,0,0,25,0.0,16,33,41,38,30,38,55.072463768116,0,151,311,0,1.7446,123,2,27,0.0
Lawrence Agyekum,1185568,Pro League 24/25,Pro League,Cercle Brugge,7.0029411764706,34,3,4,4,2,3.09291237,569,826,68.886198547215,178,394,205,29,31,53.448275862069,91,41,2,0,0,3,10.714285714286,46,13,159,54.452054794521,34,43.037974683544,2536,6.5217391304348,0,0,0,0,0,0,23,28.395061728395,30,0,0,53,453,16,64,22,1466,37,25,0,0,34,2,14,0,0,3,0,0,0,0,0,0,31,0.0,29,58,28,81,42,54,59.340659340659,0,228,626,0,2.8011,173,0,35,0.0
