İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Jerry Afriyie,1836721,Pro League 25/26,Pro League,RAAL La Louvière,6.5153846153846,26,5,3,10,1,1.53890843,212,300,70.666666666667,52,160,98,13,28,44.444444444444,17,6,6,0,0,4,25.0,42,18,58,33.526011560694,24,30.0,2137,11.904761904762,0,0,0,0,0,0,8,44.444444444444,8,0,0,37,265,23,19,9,637,13,32,0,0,15,22,4,0,0,3,0,0,0,0,0,0,25,0.0,13,63,16,18,29,9,52.941176470588,0,62,238,0,6.9878,79,0,26,0.0
Pape Moussa Fall,1890424,Pro League 25/26,Pro League,RAAL La Louvière,7.1136363636364,22,8,3,7,1,1.44906227,152,286,53.146853146853,32,120,78,12,4,33.333333333333,8,4,3,0,0,0,0.0,50,20,38,40.860215053763,131,60.36866359447,1401,16.0,1,1,0,0,0,0,7,46.666666666667,32,0,0,18,224,6,14,7,555,27,24,1,0,7,6,10,0,0,3,0,0,0,0,0,0,14,0.0,12,12,7,15,20,6,75.0,0,43,243,4,8.5848,32,2,22,0.0
Mouhamed Belkheir,928920,Pro League 25/26,Pro League,RAAL La Louvière,6.6,3,0,0,1,0,0.16531964,13,17,76.470588235294,3,10,7,0,2,50.0,1,0,0,0,0,0,0.0,4,2,9,50.0,2,20.0,167,0.0,0,0,0,0,0,0,2,66.666666666667,1,0,0,4,20,0,3,3,57,6,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0.0,0,4,0,3,2,1,100.0,0,3,14,0,0.4801,2,0,3,0.0
Nachon Nsingi,1388434,Pro League 25/26,Pro League,RAAL La Louvière,6.5416666666667,12,1,0,2,0,0.01756974,20,30,66.666666666667,6,14,11,1,1,20.0,2,0,3,0,0,0,0.0,6,2,5,27.777777777778,1,12.5,182,16.666666666667,0,0,0,0,0,0,2,66.666666666667,0,0,0,4,29,0,1,1,74,2,5,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,0.0,1,5,6,3,6,1,50.0,0,9,21,0,0.6848,7,0,12,0.0
Cristian Makate,1825873,Pro League 25/26,Pro League,RAAL La Louvière,6.4142857142857,7,0,1,0,0,0.09196048,22,28,78.571428571429,6,16,10,2,1,50.0,0,0,0,0,0,1,100.0,4,3,7,33.333333333333,1,9.0909090909091,153,0.0,0,0,0,0,0,0,1,50.0,2,0,0,8,22,1,3,1,63,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,1,2,3,0,0.0,0,6,22,0,0.2037,7,0,7,0.0
Majeed Ashimeru,901149,Pro League 25/26,Pro League,RAAL La Louvière,6.1571428571429,7,0,2,0,0,0.53877112,98,119,82.352941176471,26,72,36,4,7,50.0,10,3,2,1,1,1,50.0,6,0,22,47.826086956522,1,25.0,324,0.0,0,0,0,0,0,0,3,50.0,3,0,0,7,46,7,10,5,188,5,7,0,0,3,0,2,0,0,0,0,0,0,0,0,0,5,0.0,4,14,2,6,6,6,60.0,0,28,91,0,0.2316,22,0,7,0.0
Alexis Beka Beka,1001456,Pro League 25/26,Pro League,RAAL La Louvière,7.1333333333333,3,1,0,0,0,0.04868408,16,18,88.888888888889,5,11,6,0,6,85.714285714286,2,0,0,0,0,0,0.0,7,2,8,57.142857142857,0,0.0,53,14.285714285714,0,0,0,0,1,0,0,0.0,0,0,0,3,10,0,1,0,47,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,7,2,1,1,1,50.0,0,6,12,1,0.3236,8,0,3,0.0
Sami Lahssaini,957895,Pro League 25/26,Pro League,RAAL La Louvière,6.8821428571429,28,1,2,0,1,1.33298547,727,943,77.094379639449,316,411,203,14,18,58.064516129032,50,38,4,0,0,4,14.814814814815,11,2,125,54.824561403509,22,53.658536585366,2452,9.0909090909091,0,0,0,1,0,0,86,49.71098265896,26,0,3,27,331,8,131,71,1367,58,41,0,0,27,0,2,0,0,9,0,0,0,0,0,0,27,0.0,14,31,27,173,31,33,66.0,0,356,587,1,0.3467,196,6,28,0.0
Jordi Liongola,1009413,Pro League 25/26,Pro League,RAAL La Louvière,6.8925925925926,27,1,8,2,4,3.92250342,377,579,65.112262521589,155,222,138,35,25,32.894736842105,41,30,10,0,0,35,25.36231884058,26,5,113,46.122448979592,54,48.214285714286,2276,3.8461538461538,0,0,1,1,2,0,21,35.0,67,0,0,33,495,10,63,22,1437,47,40,1,0,14,0,6,0,0,7,0,0,0,0,0,0,26,0.0,35,76,138,60,27,28,68.292682926829,0,195,384,1,2.1397,100,9,27,0.0
Thierry Lutonda,867246,Pro League 25/26,Pro League,RAAL La Louvière,6.6136363636364,22,1,1,0,0,0.66291107,200,278,71.942446043165,75,125,78,7,25,39.0625,30,5,0,0,0,5,13.888888888889,19,5,75,46.875,5,22.727272727273,1539,5.2631578947368,0,0,0,1,0,0,11,45.833333333333,26,0,1,21,221,7,14,5,649,20,12,1,0,17,3,10,0,0,3,0,0,0,0,0,0,20,0.0,7,64,36,24,16,16,53.333333333333,0,101,177,1,1.3168,53,1,22,0.0
