İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Dane Scarlett,998772,Premiership 25/26,Scottish Premiership,Hibernian,6.3222222222222,9,0,0,0,1,0.25966963,40,55,72.727272727273,11,29,15,3,4,30.769230769231,1,0,2,0,0,0,0.0,12,2,9,20.93023255814,9,28.125,417,0.0,0,0,0,0,0,0,2,50.0,5,0,0,15,70,1,2,1,154,4,11,0,0,0,1,6,0,0,0,0,0,0,0,0,0,5,0.0,3,13,7,4,1,1,100.0,0,14,41,0,0.8599,7,2,9,0.0
Martin Boyle,214308,Premiership 25/26,Scottish Premiership,Hibernian,6.7310344827586,29,6,4,11,2,2.10589074,165,232,71.120689655172,49,116,77,20,15,39.473684210526,7,0,1,0,0,5,19.230769230769,48,19,44,41.509433962264,11,31.428571428571,1705,12.5,3,3,1,0,0,0,2,28.571428571429,8,0,0,21,173,11,10,3,478,22,11,2,0,7,11,16,0,0,0,0,0,0,0,0,0,21,0.0,20,38,26,7,22,5,71.428571428571,0,67,165,2,8.0227,45,0,30,0.0
Martin Boyle,214308,Premiership 24/25,Scottish Premiership,Hibernian,7.0333333333333,36,15,9,8,6,0.0,256,360,71.111111111111,61,219,135,33,33,41.25,16,8,7,0,0,24,18.461538461538,65,26,86,45.502645502645,13,23.636363636364,2587,23.076923076923,3,2,1,0,5,1,9,36.0,12,0,0,30,349,10,24,12,864,37,12,0,0,15,34,20,1,0,2,0,0,0,0,0,0,29,20.0,32,80,130,25,36,9,56.25,0,74,416,6,0.0,64,0,36,0.0
Martin Boyle,214308,Premiership 23/24,Scottish Premiership,Hibernian,6.9129032258065,31,5,9,3,3,0.0,334,438,76.255707762557,78,290,162,46,43,49.425287356322,15,6,6,0,0,34,26.984126984127,43,16,93,43.255813953488,7,15.909090909091,2495,11.627906976744,1,0,0,0,0,0,11,50.0,5,0,0,40,351,13,17,5,948,35,16,2,0,24,23,18,0,0,8,0,0,0,0,0,0,28,0.0,46,87,126,22,39,10,66.666666666667,0,93,471,4,0.0,82,0,31,0.0
Ante Šuto,997227,Premiership 25/26,Scottish Premiership,Hibernian,6.825,8,4,0,0,1,0.27829259,51,73,69.86301369863,11,40,23,1,1,11.111111111111,6,1,1,0,0,1,100.0,10,6,9,26.470588235294,16,48.484848484848,292,40.0,0,0,0,0,0,0,1,50.0,2,0,0,3,44,1,1,1,127,2,10,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0.0,1,9,1,2,5,3,50.0,0,16,57,0,1.3624,5,0,8,0.0
Dwight Gayle,232118,Premiership 24/25,Scottish Premiership,Hibernian,6.8571428571429,28,6,6,1,4,0.0,132,187,70.588235294118,38,96,66,8,2,40.0,7,5,0,0,0,2,40.0,23,12,19,35.185185185185,21,33.333333333333,921,26.086956521739,0,0,1,0,0,0,4,57.142857142857,6,0,0,5,91,8,12,6,304,10,22,0,0,5,4,3,0,0,0,0,0,0,0,0,0,7,0.0,8,5,5,7,12,7,100.0,0,47,145,1,0.0,25,0,28,0.0
Thody Elie Youan,921362,Premiership 25/26,Scottish Premiership,Hibernian,6.7647058823529,17,5,1,3,1,1.33226709,180,235,76.595744680851,40,140,96,10,9,36.0,10,4,2,0,0,4,28.571428571429,26,11,23,31.506849315068,15,55.555555555556,666,19.230769230769,0,0,0,0,0,0,3,37.5,3,0,1,16,127,5,9,2,400,4,9,0,0,10,6,4,0,0,0,0,0,0,0,0,0,6,0.0,10,25,14,8,11,5,50.0,0,55,180,1,4.4918,25,1,17,0.0
Thody Elie Youan,921362,Premiership 24/25,Scottish Premiership,Hibernian,6.7615384615385,13,2,2,4,1,0.0,202,259,77.992277992278,49,158,99,11,20,37.735849056604,8,4,0,0,0,5,38.461538461538,27,8,37,35.238095238095,20,66.666666666667,907,7.4074074074074,1,1,0,0,0,0,1,50.0,3,0,0,20,156,7,12,10,476,9,6,1,0,9,2,7,0,0,0,0,0,0,0,0,0,11,0.0,11,53,13,2,14,6,75.0,0,64,208,0,0.0,32,0,13,0.0
Thody Elie Youan,921362,Premiership 23/24,Scottish Premiership,Hibernian,7.0290322580645,31,4,7,8,8,0.0,588,761,77.266754270696,206,393,252,34,61,50.833333333333,37,18,1,0,0,11,26.829268292683,53,23,129,44.791666666667,36,70.588235294118,2142,7.5471698113208,0,0,0,0,2,0,21,63.636363636364,21,0,0,55,416,14,18,12,1348,31,22,1,0,24,6,15,0,0,4,0,0,0,0,0,0,23,0.0,34,120,41,33,45,21,56.756756756757,0,247,555,3,0.0,143,0,31,0.0
Miguel Changa Chaiwa,1192550,Premiership 25/26,Scottish Premiership,Hibernian,6.8136363636364,22,1,1,0,0,0.44301985,430,517,83.172147001934,204,226,96,9,16,80.0,18,23,6,0,0,0,0.0,12,4,81,57.857142857143,20,44.444444444444,1368,8.3333333333333,0,0,0,0,0,0,21,39.622641509434,19,0,1,21,168,8,32,20,805,47,21,0,0,13,0,2,0,0,0,0,0,0,0,0,0,16,0.0,9,20,11,53,17,10,55.555555555556,0,224,293,0,0.3915,79,3,22,0.0
