İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Marko Arnautović,21927,Superliga 25/26,Mozzart Bet Superliga,FK Crvena zvezda,7.1692307692308,13,5,8,8,8,208,268,77.611940298507,48,160,104,31,4,44.444444444444,8,2,0,0,0,0,0.0,29,14,22,52.380952380952,9,39.130434782609,794,17.241379310345,0,0,0,0,0,0,7,53.846153846154,3,0,0,8,91,13,19,11,367,10,4,1,0,3,15,5,1,0,0,0,0,0,0,0,0,11,0.0,30,9,2,13,3,7,87.5,0,56,212,4,24,0,13,0.0,0.0,0.0
Marko Arnautović,21927,UEFA Europa League 25/26,UEFA Europa League,FK Crvena zvezda,6.67,10,2,3,5,1,134,175,76.571428571429,44,90,47,8,3,42.857142857143,0,3,2,0,0,0,0.0,19,7,15,35.714285714286,14,50.0,666,10.526315789474,1,1,0,0,0,0,4,80.0,8,0,0,8,81,5,8,4,283,12,12,0,0,3,9,5,0,0,0,0,0,0,0,0,0,8,0.0,8,7,5,5,4,0,0.0,0,54,121,0,17,1,10,1.60010688,3.7761,0.0
Marko Arnautović,21927,Serie A 24/25,Serie A,Inter,6.8117647058824,17,4,2,6,2,113,151,74.834437086093,29,84,61,7,2,66.666666666667,7,1,2,0,0,0,0.0,14,6,15,62.5,12,60.0,562,28.571428571429,0,0,0,0,0,0,2,66.666666666667,1,0,0,3,62,3,9,5,213,6,4,0,0,2,8,0,0,0,0,0,0,0,0,0,0,5,0.0,7,3,5,3,9,6,85.714285714286,0,32,124,1,10,0,18,0.90633803,3.2809,0.0
Marko Arnautović,21927,Serie A 23/24,Serie A,Inter,6.844,25,5,3,3,3,202,262,77.099236641221,61,142,84,16,1,16.666666666667,10,5,0,0,0,1,14.285714285714,17,9,26,47.272727272727,4,36.363636363636,779,29.411764705882,0,0,0,0,0,0,3,50.0,5,0,0,10,105,1,12,9,387,15,11,0,0,3,8,4,0,0,2,0,0,0,0,0,0,5,0.0,16,6,7,6,5,4,40.0,0,81,188,2,17,0,27,2.11876874,5.0091,0.0
Marko Arnautović,21927,UEFA Champions League 24/25,UEFA Champions League,Inter,6.5428571428571,7,1,1,4,0,53,70,75.714285714286,19,35,23,1,3,100.0,1,0,2,0,0,1,50.0,5,3,5,35.714285714286,4,57.142857142857,207,20.0,1,0,0,0,0,0,1,100.0,0,0,0,4,24,4,2,1,94,1,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0.0,1,3,2,1,1,0,0.0,0,24,48,0,7,0,7,0.46386317,1.803,0.0
Marko Arnautović,21927,UEFA Champions League 23/24,UEFA Champions League,Inter,6.725,4,2,0,3,0,23,31,74.193548387097,9,14,9,0,2,66.666666666667,0,1,0,0,0,0,0.0,7,3,6,60.0,4,44.444444444444,193,28.571428571429,0,0,0,0,0,0,0,0.0,2,0,0,2,19,0,0,0,61,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.0,0,3,4,0,4,0,0.0,0,12,23,0,4,0,4,0.05636333,2.8496,0.0
Bruno Duarte,878830,Superliga 25/26,Mozzart Bet Superliga,FK Crvena zvezda,7.0473684210526,19,7,6,11,5,338,437,77.345537757437,73,265,176,30,19,65.51724137931,11,2,0,1,1,8,22.857142857143,66,25,50,56.179775280899,33,58.928571428571,1146,10.606060606061,3,3,1,0,1,0,12,60.0,10,0,0,17,193,16,41,19,695,20,4,0,0,8,8,16,0,0,2,0,0,0,0,0,0,13,0.0,30,29,35,20,14,6,54.545454545455,0,83,354,3,48,0,19,0.0,0.0,0.0
Bruno Duarte,878830,Superliga 24/25,Mozzart Bet Superliga,FK Crvena zvezda,7.325,32,16,5,11,4,359,472,76.059322033898,88,278,171,23,19,55.882352941176,9,6,1,0,0,7,19.444444444444,84,46,49,41.880341880342,45,47.368421052632,1834,19.047619047619,1,1,0,0,0,0,14,56.0,16,0,0,20,221,13,36,15,800,24,24,5,0,11,9,12,0,0,2,0,0,0,0,0,0,20,0.0,23,34,36,25,17,8,88.888888888889,0,104,404,6,44,0,32,0.0,0.0,0.0
Bruno Duarte,878830,UEFA Europa League 25/26,UEFA Europa League,FK Crvena zvezda,6.77,10,2,1,4,0,119,161,73.913043478261,53,66,43,6,8,66.666666666667,5,1,0,0,0,2,11.764705882353,16,3,18,51.428571428571,14,35.897435897436,498,12.5,0,0,0,0,0,0,13,92.857142857143,4,0,0,5,96,4,16,11,283,7,6,1,0,2,4,3,0,0,0,0,0,0,0,0,0,4,0.0,6,12,17,14,6,4,80.0,0,58,103,0,20,0,10,0.36423568,2.0168,0.0
Bruno Duarte,878830,UEFA Champions League 24/25,UEFA Champions League,FK Crvena zvezda,6.5333333333333,6,0,0,0,0,31,42,73.809523809524,12,19,10,0,1,25.0,2,0,0,0,0,0,0.0,5,1,3,25.0,4,36.363636363636,161,0.0,0,0,0,0,0,0,3,60.0,1,0,0,2,22,0,4,3,72,0,1,0,0,3,1,2,0,0,0,0,0,0,0,0,0,2,0.0,0,4,1,5,5,1,50.0,0,13,30,0,2,0,7,0.08001504,0.2138,0.0
