İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Cristiano Ronaldo,750,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,7.1913043478261,23,23,5,21,2,2.15739365,407,479,84.968684759916,113,294,206,22,10,55.555555555556,3,1,1,0,0,0,0.0,129,50,25,41.666666666667,13,33.333333333333,2001,17.829457364341,8,6,1,0,12,0,8,72.727272727273,6,0,0,8,138,9,11,6,733,12,10,4,0,11,31,34,0,0,8,0,0,0,0,0,0,23,0.0,22,18,5,11,20,2,66.666666666667,0,115,364,3,22.6325,12,0,23,0.0
Cristiano Ronaldo,750,Saudi Pro League 24/25,Saudi Pro League,Al-Nassr,7.6,29,25,12,17,3,0.0,619,754,82.09549071618,160,464,285,35,17,40.47619047619,6,3,2,0,0,5,20.0,141,68,47,42.342342342342,17,44.736842105263,2535,17.730496453901,9,8,1,0,17,1,20,64.516129032258,13,0,0,25,265,10,34,20,1143,24,9,4,0,6,35,34,0,0,6,0,0,0,0,0,0,29,5.8823529411765,35,42,25,31,29,1,16.666666666667,0,174,605,6,0.0,27,0,29,0.0
Cristiano Ronaldo,750,Saudi Pro League 23/24,Saudi Pro League,Al-Nassr,7.8258064516129,31,35,11,33,11,0.0,729,870,83.793103448276,160,578,328,34,16,38.095238095238,8,1,2,0,0,9,24.324324324324,181,72,52,40.625,28,49.122807017544,2647,19.337016574586,8,8,1,0,27,3,16,64.0,22,0,0,30,279,13,21,14,1324,29,16,9,0,7,63,40,2,0,5,0,0,0,0,0,0,30,11.111111111111,32,42,37,25,33,5,62.5,0,167,740,11,0.0,33,0,31,0.0
João Félix,851671,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,7.7769230769231,26,15,17,12,11,9.3302997,669,814,82.186732186732,135,534,383,73,43,48.863636363636,19,6,4,0,0,22,23.157894736842,98,42,121,51.489361702128,17,45.945945945946,2279,15.30612244898,0,0,1,0,1,0,30,50.0,11,0,1,24,359,17,82,35,1347,59,37,4,0,12,3,21,4,0,11,0,0,0,0,0,0,26,0.0,69,88,95,60,19,9,47.368421052632,0,144,670,6,12.2598,67,0,26,0.0
João Félix,851671,Serie A 24/25,Serie A,Milan,6.9733333333333,15,2,3,4,0,1.33022851,241,287,83.97212543554,79,162,96,10,15,50.0,6,1,3,0,0,0,0.0,29,8,51,53.125,7,50.0,767,6.8965517241379,0,0,0,0,1,1,11,57.894736842105,9,0,0,9,98,5,24,16,455,30,12,2,0,10,2,7,0,0,0,0,0,0,0,0,0,8,100.0,10,30,5,19,8,6,100.0,0,94,198,1,2.5812,30,0,15,0.0
João Félix,851671,Premier League 24/25,Premier League,Chelsea,6.8416666666667,12,1,2,4,1,0.45382414,168,195,86.153846153846,47,121,68,6,10,41.666666666667,8,3,2,0,0,0,0.0,20,6,35,56.451612903226,4,44.444444444444,383,5.0,0,0,0,0,0,0,5,55.555555555556,2,0,0,4,52,3,8,4,296,17,6,0,0,4,1,4,0,0,0,0,0,0,0,0,0,3,0.0,6,24,0,9,4,3,37.5,0,51,144,0,2.2347,22,0,12,0.0
João Félix,851671,UEFA Champions League 24/25,UEFA Champions League,Milan,7.35,2,0,0,0,0,0.2477323,45,65,69.230769230769,11,35,27,3,3,37.5,7,2,1,0,0,1,25.0,8,5,12,46.153846153846,3,75.0,180,0.0,0,0,0,0,0,0,0,0.0,1,0,0,3,34,0,7,3,110,2,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0.0,3,8,4,6,2,5,71.428571428571,0,15,54,0,0.4169,9,0,2,0.0
João Félix,851671,UEFA Champions League 23/24,UEFA Champions League,FC Barcelona,6.9666666666667,9,3,1,2,1,1.07626162,118,153,77.124183006536,28,90,62,3,7,41.176470588235,4,0,2,0,0,0,0.0,17,7,18,40.909090909091,2,100.0,373,17.647058823529,0,0,0,0,0,0,2,28.571428571429,1,0,0,6,76,4,9,4,237,7,4,1,0,6,1,5,0,0,0,0,0,0,0,0,0,4,0.0,3,17,9,7,3,1,25.0,0,35,127,1,1.6058,14,0,9,0.0
João Félix,851671,LaLiga 23/24,LaLiga,FC Barcelona,7.0366666666667,30,7,6,7,3,2.57553845,525,627,83.732057416268,129,397,222,19,29,36.25,22,10,3,0,0,1,5.8823529411765,61,25,105,47.511312217195,8,50.0,1548,11.475409836066,0,0,0,0,1,0,15,50.0,11,0,0,32,255,11,33,18,1038,54,21,4,0,14,9,16,0,0,1,0,0,0,0,0,0,18,0.0,19,80,17,30,16,16,72.727272727273,0,145,499,1,8.7582,68,0,30,0.0
Abdulrahman Ghareeb,1014447,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,6.86,10,2,3,1,1,1.46706636,236,265,89.056603773585,62,174,115,16,9,52.941176470588,5,1,3,0,0,8,40.0,11,3,20,43.478260869565,0,0.0,436,18.181818181818,0,0,0,0,0,0,4,66.666666666667,0,0,0,8,66,4,9,5,355,6,7,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0.0,16,17,20,6,3,3,60.0,0,66,199,0,1.2947,20,0,18,0.0
