İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Lassina Traoré,911719,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.5,4,0,49,68,72.06,2,5,1,100.0,0,0,0,0,0.0,12,9,11,40.74,362,33.33,0,0,0,2,100.0,3,1,4,4,0,2,3,0,0,0,0,4,0,2,0,0,11,6,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lassina Traoré,911719,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.6826086956522,4,1,115,141,81.56,7,5,1,50.0,0,0,0,0,0.0,16,7,25,48.08,906,25.0,0,0,0,4,66.67,8,1,5,13,4,4,0,1,0,0,0,9,0,6,0,0,18,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lassina Traoré,911719,Premier League 23/24,Ukrainian Premier League,Shakhtar Donetsk,6.9,4,4,105,130,80.77,11,20,5,55.56,2,0,0,2,28.57,17,6,15,34.88,737,23.53,0,0,0,2,100.0,4,3,6,18,1,2,0,1,0,0,0,6,7,2,0,0,15,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lassina Traoré,911719,UEFA Champions League 24/25,UEFA Champions League,Shakhtar Donetsk,6.5666666666667,0,0,26,37,70.27027027027,8,3,1,50.0,1,0,0,1,100.0,1,0,6,42.857142857143,148,0.0,0,0,0,1,100.0,3,0,0,3,2,1,1,0,0,0,0,0,1,1,4,0,4,6,6,0,0,0.06922029,14,13,1,0,2,25.0,0,0,0,0,1,19,0,2,1,58,0,0,0,0,0,0,0,0,3,2,0,0.0,16,22,0,0.0483,0,0.0
Lassina Traoré,911719,UEFA Europa League 23/24,UEFA Europa League,Shakhtar Donetsk,6.5,0,0,1,1,100.0,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0.0,9,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1.525e-05,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0.0,0,0.0
Kauã Elias,1482841,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.3357142857143,6,2,118,145,81.38,4,12,27,77.14,0,0,0,1,25.0,36,18,8,40.0,854,16.67,1,0,0,0,0.0,2,0,8,8,2,1,0,0,0,0,0,8,4,0,0,0,34,15,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Kauã Elias,1482841,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.4222222222222,0,0,33,48,68.75,0,3,3,42.86,0,0,0,0,0.0,10,4,1,11.11,355,0.0,0,0,0,0,0.0,1,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,4,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Kauã Elias,1482841,Brasileirão Betano 2024,Brasileirão Betano,Fluminense,6.6551724137931,6,2,278,368,75.54347826087,119,19,28,38.356164383562,4,0,0,1,33.333333333333,46,21,20,20.408163265306,1486,13.04347826087,0,0,0,4,80.0,5,0,9,15,5,3,14,0,0,2,0,16,3,5,13,0,57,30,29,5,5,1.52282275,96,183,24,3,61,32.446808510638,0,0,0,0,64,274,11,6,4,729,0,0,0,0,0,0,0,0,19,73,11,45.833333333333,110,261,1,5.0576,0,0.0
Luca Meirelles,1633781,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.8928571428571,5,0,102,121,84.3,9,5,6,54.55,2,0,0,3,42.86,18,11,2,15.38,626,27.78,0,0,0,2,66.67,1,2,1,8,2,1,0,0,0,0,0,7,7,3,0,0,17,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Luca Meirelles,1633781,Brasileiro Serie A 2025,Brasileirão Betano,Santos,6.6,0,0,18,22,81.818181818182,11,0,0,0.0,0,0,0,0,0.0,1,0,1,33.333333333333,95,0.0,0,0,0,0,0.0,0,0,1,1,3,0,1,0,0,0,0,0,0,1,1,0,4,7,6,0,0,0.08487777,2,16,1,0,2,20.0,1,0,0,0,2,12,2,2,0,39,0,0,0,0,0,0,0,0,0,2,1,100.0,4,18,0,0.1746,0,0.0
Eguinaldo,1390545,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.2818181818182,6,0,114,143,79.72,7,4,17,68.0,1,0,0,2,33.33,24,13,15,45.45,694,25.0,0,0,0,3,100.0,4,1,21,9,7,3,0,0,0,0,0,8,6,3,0,0,23,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eguinaldo,1390545,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.9653846153846,6,1,181,227,79.74,11,11,31,79.49,1,0,0,2,25.0,46,22,32,41.56,1357,13.04,0,0,0,4,44.44,12,4,24,30,12,5,0,1,0,0,0,12,8,9,0,0,36,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eguinaldo,1390545,Premier League 23/24,Ukrainian Premier League,Shakhtar Donetsk,6.8928571428571,2,0,63,85,74.12,4,8,18,75.0,0,1,1,1,16.67,17,6,8,53.33,357,11.77,0,0,0,1,50.0,3,3,6,5,5,2,0,1,0,0,0,1,6,2,0,1,21,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eguinaldo,1390545,UEFA Champions League 24/25,UEFA Champions League,Shakhtar Donetsk,6.6285714285714,0,1,64,89,71.910112359551,23,4,4,57.142857142857,0,0,0,3,100.0,9,3,9,26.470588235294,408,0.0,0,0,0,0,0.0,5,0,5,7,4,3,3,0,0,1,0,5,3,2,10,0,13,7,7,2,2,0.32354469,28,39,6,0,15,42.857142857143,1,0,0,0,9,50,2,1,1,162,0,0,0,0,0,0,0,0,4,7,4,66.666666666667,38,54,0,0.8758,0,0.0
Eguinaldo,1390545,UEFA Champions League 23/24,UEFA Champions League,Shakhtar Donetsk,6.9,1,0,0,3,0.0,0,0,0,0.0,0,0,0,0,0.0,2,1,0,0.0,19,50.0,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,7.326e-05,0,0,1,0,1,33.333333333333,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,100.0,0,4,0,0.1234,0,0.0
Eguinaldo,1390545,UEFA Europa League 23/24,UEFA Europa League,Shakhtar Donetsk,7.1,1,0,13,21,61.904761904762,8,2,0,0.0,2,0,0,0,0.0,6,2,0,0.0,180,16.666666666667,0,0,0,0,0.0,2,0,6,3,0,1,2,0,0,0,0,2,0,1,5,0,7,2,2,0,0,0.06958996,4,9,2,1,8,44.444444444444,1,0,0,0,6,21,0,1,0,53,0,0,0,0,0,0,0,0,2,1,1,50.0,6,15,0,0.6373,0,0.0
Prosper Obah,1513676,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.1722222222222,7,2,164,238,68.91,12,19,50,60.24,2,0,0,12,35.29,32,17,10,30.3,1298,21.88,1,1,0,3,33.33,3,4,19,16,4,8,3,0,0,0,0,12,34,9,0,0,43,18,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lucas Ferreira,1631907,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.6555555555556,0,0,49,63,77.78,4,4,9,81.82,0,0,0,1,25.0,4,1,1,100.0,223,0.0,0,0,0,0,0.0,0,1,0,1,1,1,0,0,0,0,0,1,4,1,0,0,9,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lucas Ferreira,1631907,Brasileiro Serie A 2025,Brasileirão Betano,São Paulo,6.5923076923077,0,0,128,160,80.0,72,12,11,26.829268292683,1,0,0,4,13.793103448276,16,5,13,59.090909090909,768,0.0,0,0,0,2,66.666666666667,9,0,19,11,8,0,10,0,0,0,0,8,29,3,12,0,33,13,13,0,3,0.52700389,17,111,18,6,48,43.636363636364,1,0,0,0,14,127,7,5,4,376,0,0,0,0,0,0,0,0,12,41,10,55.555555555556,24,136,0,1.1094,0,0.0
Alisson Santana,1471221,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.4222222222222,1,2,190,250,76.0,13,6,44,73.33,1,0,0,10,35.71,23,4,4,57.14,647,4.348,0,0,2,5,35.71,2,2,13,12,6,1,1,0,0,0,0,7,28,14,0,0,28,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Alisson Santana,1471221,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.8666666666667,0,0,113,133,84.96,6,6,33,63.46,1,0,0,6,35.29,9,1,1,50.0,344,0.0,0,0,0,4,66.67,3,4,10,5,7,0,3,2,0,0,0,3,17,6,0,0,15,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Alisson Santana,1471221,Brasileirão Betano 2024,Brasileirão Betano,Atlético Mineiro,6.8263157894737,1,0,250,325,76.923076923077,92,15,27,50.0,1,0,0,12,28.571428571429,30,9,7,36.842105263158,895,3.3333333333333,0,0,1,26,55.31914893617,4,0,28,17,8,1,8,0,0,1,0,7,42,47,18,0,52,19,19,3,3,1.44534011,82,180,16,5,71,54.198473282443,0,0,0,0,9,173,3,41,18,588,1,0,0,0,0,0,0,0,15,54,13,81.25,95,272,0,2.4468,0,0.0
Marlon Gomes,1105833,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.88125,1,1,447,490,91.22,54,5,18,78.26,4,0,0,1,16.67,11,2,11,34.38,1183,9.091,0,0,0,11,64.71,11,4,14,17,9,2,2,1,0,0,0,14,6,17,0,0,78,17,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Marlon Gomes,1105833,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,7.0,3,3,709,793,89.41,85,13,5,45.45,3,0,0,1,20.0,11,6,10,34.48,1283,27.27,0,0,0,16,51.61,15,6,6,22,22,4,4,0,0,0,0,15,5,31,0,0,123,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Marlon Gomes,1105833,Premier League 23/24,Ukrainian Premier League,Shakhtar Donetsk,7.2090909090909,4,1,270,297,90.91,15,5,17,80.95,0,0,0,2,50.0,11,5,7,70.0,526,36.36,0,0,0,8,72.73,4,0,11,6,15,0,0,0,0,0,0,4,4,11,0,0,47,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Marlon Gomes,1105833,UEFA Champions League 24/25,UEFA Champions League,Shakhtar Donetsk,6.6571428571429,1,0,158,176,89.772727272727,31,1,5,38.461538461538,2,0,0,0,0.0,3,1,0,0.0,295,33.333333333333,0,0,0,8,57.142857142857,6,0,2,9,2,1,0,0,0,0,0,4,0,14,8,0,21,7,7,0,1,0.06042632,94,64,11,5,18,48.648648648649,0,0,0,1,0,30,0,14,9,241,0,0,0,0,0,0,0,0,1,13,8,72.727272727273,103,73,0,0.5908,0,0.0
Pedrinho,874030,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.6368421052632,6,4,706,835,84.55,75,40,36,76.6,1,0,0,14,36.84,41,15,6,33.33,1528,14.63,4,3,1,34,59.65,4,1,5,9,10,1,0,2,0,0,0,17,38,57,0,0,76,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Pedrinho,874030,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.928,1,4,562,674,83.38,96,19,41,74.55,1,0,0,11,40.74,21,5,6,25.0,1354,4.762,0,0,1,45,60.0,5,4,13,3,11,2,0,3,0,0,0,14,27,75,0,0,60,25,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Pedrinho,874030,UEFA Champions League 24/25,UEFA Champions League,Shakhtar Donetsk,6.875,0,0,87,96,90.625,30,1,4,66.666666666667,0,0,0,1,20.0,6,3,2,66.666666666667,205,0.0,0,0,1,8,100.0,1,0,5,1,2,0,2,0,0,0,0,2,5,8,5,0,9,4,4,0,0,0.11607529,31,57,3,2,12,57.142857142857,0,0,0,0,4,27,0,6,5,141,0,0,0,0,0,0,0,0,1,6,0,0.0,34,67,0,0.2296,0,0.0
Pedrinho,874030,Brasileirão Betano 2024,Brasileirão Betano,Atlético Mineiro,6.8625,0,0,119,137,86.861313868613,45,4,3,75.0,1,0,0,1,25.0,4,0,3,50.0,208,0.0,0,0,0,9,75.0,1,0,4,1,0,0,2,0,0,0,0,1,4,12,5,0,11,8,8,1,0,0.6764488,39,81,6,1,13,65.0,1,0,0,0,5,39,0,9,3,185,0,0,0,0,0,0,0,0,4,4,5,83.333333333333,42,99,0,0.119,0,0.0
Isaque,1835892,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.88125,3,3,230,267,86.14,17,9,12,52.17,1,0,0,0,0.0,13,5,3,42.86,566,23.08,0,0,1,1,100.0,2,1,9,5,9,0,0,2,0,0,0,2,3,1,0,0,34,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Isaque,1835892,Brasileiro Serie A 2025,Brasileirão Betano,Fluminense,6.6,0,0,5,7,71.428571428571,2,0,0,0.0,0,0,0,0,0.0,0,0,1,33.333333333333,21,0.0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.00703252,2,3,1,0,2,100.0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,100.0,4,3,0,0.0,0,0.0
Isaque,1835892,Brasileirão Betano 2024,Brasileirão Betano,Fluminense,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Artem Bondarenko,958923,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.0666666666667,2,3,502,560,89.64,33,21,23,69.7,0,0,0,4,30.77,23,6,12,63.16,1226,8.696,1,1,0,13,72.22,6,1,16,2,4,4,0,1,0,0,0,14,13,18,0,0,75,18,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Artem Bondarenko,958923,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,7.4586206896552,11,8,1229,1360,90.37,108,41,52,78.79,1,0,0,11,45.83,55,21,16,47.06,2363,20.0,1,1,2,21,61.76,15,4,35,21,21,1,1,1,0,0,0,26,24,34,0,0,142,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Artem Bondarenko,958923,Premier League 23/24,Ukrainian Premier League,Shakhtar Donetsk,7.33,4,3,1015,1125,90.22,83,27,31,68.89,2,2,2,8,42.11,41,11,9,45.0,1667,9.756,0,0,1,15,46.88,5,6,29,15,25,0,2,0,0,0,0,20,19,32,0,2,107,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Artem Bondarenko,958923,UEFA Champions League 24/25,UEFA Champions League,Shakhtar Donetsk,6.4875,0,0,185,211,87.677725118483,50,1,3,33.333333333333,0,0,0,0,0.0,5,0,1,12.5,473,0.0,0,0,0,4,44.444444444444,3,0,7,10,10,1,2,0,0,0,0,5,0,9,8,0,29,8,8,0,0,0.29483636,98,87,10,4,20,41.666666666667,0,0,0,1,2,41,4,3,1,267,0,0,0,0,0,0,0,0,1,9,7,70.0,109,102,0,0.2707,0,0.0
Artem Bondarenko,958923,UEFA Champions League 23/24,UEFA Champions League,Shakhtar Donetsk,6.775,0,0,130,143,90.909090909091,26,1,1,100.0,0,0,0,0,0.0,3,1,1,50.0,220,0.0,0,0,0,8,88.888888888889,3,0,5,2,2,0,2,0,0,0,0,2,2,9,7,0,16,4,4,0,1,0.11657373,76,54,4,2,10,66.666666666667,0,0,0,0,1,18,2,12,8,178,0,0,0,0,0,0,0,0,1,1,4,100.0,80,65,0,0.494,0,0.0
Artem Bondarenko,958923,UEFA Europa League 23/24,UEFA Europa League,Shakhtar Donetsk,6.7,0,0,83,92,90.217391304348,9,2,0,0.0,0,0,0,0,0.0,0,0,0,0.0,173,0.0,0,0,0,1,33.333333333333,2,0,4,2,1,0,0,0,0,0,0,2,1,3,5,0,8,2,2,0,0,0.14893289,63,20,1,3,5,41.666666666667,0,0,0,0,2,16,2,4,2,118,0,0,0,0,0,0,0,0,2,2,1,100.0,67,26,0,0.0,0,0.0
Oleg Ocheretko,997082,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.9,3,1,560,649,86.29,65,9,6,66.67,3,0,0,1,11.11,14,6,13,31.71,1365,21.43,0,0,0,14,48.28,14,6,14,12,16,0,6,1,0,0,0,16,9,29,0,0,95,20,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleg Ocheretko,997082,Premier League 24/25,Ukrainian Premier League,Karpaty Lviv,6.9115384615385,2,2,418,553,75.59,59,20,59,78.67,2,0,0,15,28.85,44,10,10,18.52,1866,4.545,1,1,0,16,45.71,17,9,34,30,24,2,2,1,0,0,0,22,52,35,0,0,94,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleg Ocheretko,997082,Premier League 23/24,Ukrainian Premier League,SC Dnipro-1,6.8428571428571,1,0,445,540,82.41,40,7,16,80.0,2,0,0,2,14.29,13,3,10,40.0,1194,7.692,0,0,0,20,38.46,16,5,23,21,24,1,1,0,0,0,0,12,14,52,0,0,72,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Marian Shved,791170,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.85,0,0,15,15,100.0,1,0,6,66.67,0,0,0,0,0.0,2,1,0,0.0,83,0.0,0,0,0,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Marian Shved,791170,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.9909090909091,1,0,94,126,74.6,2,7,28,73.68,0,0,0,4,25.0,10,3,5,33.33,471,10.0,0,0,0,0,0.0,1,0,3,9,2,0,0,0,0,0,0,4,16,0,0,0,26,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Marian Shved,791170,Premier League 23/24,Ukrainian Premier League,Shakhtar Donetsk,7.32,3,1,154,190,81.05,4,12,28,70.0,0,0,0,2,18.18,24,6,3,42.86,637,12.5,0,0,0,1,50.0,4,0,10,12,10,2,1,1,0,0,0,5,11,2,0,0,36,13,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Marian Shved,791170,UEFA Europa League 23/24,UEFA Europa League,Shakhtar Donetsk,6.4,0,0,4,4,100.0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,8,0.0,0,0,0,1,100.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0.00097621,2,2,0,0,0,0.0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,2,3,0,0.0,0,0.0
Marian Shved,791170,UEFA Champions League 23/24,UEFA Champions League,Shakhtar Donetsk,6.4,0,0,1,1,100.0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,12,0.0,0,0,0,0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.00222466,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0
Dmytro Kryskiv,904859,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.875,0,0,291,323,90.09,39,5,1,100.0,1,0,0,1,33.33,4,2,3,42.86,497,0.0,0,0,0,7,63.64,4,0,3,7,11,0,1,0,0,0,0,5,3,11,0,0,46,8,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Dmytro Kryskiv,904859,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.9416666666667,1,1,899,982,91.55,112,16,18,85.71,2,1,1,2,18.18,11,4,13,44.83,1713,9.091,0,0,0,33,78.57,12,9,8,20,17,1,2,1,0,0,0,19,11,42,0,1,149,24,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Dmytro Kryskiv,904859,Premier League 23/24,Ukrainian Premier League,Shakhtar Donetsk,7.0928571428571,5,2,982,1089,90.17,121,35,22,68.75,5,0,0,2,8.33,34,14,13,40.63,2238,14.71,1,1,0,21,80.77,13,7,19,30,39,1,4,3,0,0,0,25,24,26,0,0,164,28,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Dmytro Kryskiv,904859,UEFA Champions League 24/25,UEFA Champions League,Shakhtar Donetsk,6.575,0,0,265,295,89.830508474576,53,5,1,25.0,2,0,0,1,20.0,3,0,3,42.857142857143,673,0.0,0,0,0,8,66.666666666667,11,0,6,8,10,0,1,0,0,2,0,7,5,12,14,0,28,8,8,1,0,0.30453699,154,112,10,7,17,40.47619047619,0,0,0,1,4,47,0,9,7,377,0,0,0,0,0,0,0,0,5,4,4,40.0,168,132,0,0.1414,0,0.0
Dmytro Kryskiv,904859,UEFA Champions League 23/24,UEFA Champions League,Shakhtar Donetsk,6.48,0,0,90,113,79.646017699115,19,2,3,60.0,1,0,0,0,0.0,4,2,3,33.333333333333,391,0.0,0,0,0,2,33.333333333333,2,0,4,7,9,0,1,0,0,1,0,5,0,6,6,0,28,5,5,0,0,0.35799293,56,34,7,1,14,36.842105263158,0,0,0,0,6,38,3,5,1,166,0,0,0,0,0,0,0,0,2,5,3,42.857142857143,67,46,0,0.0768,0,0.0
Dmytro Kryskiv,904859,UEFA Europa League 23/24,UEFA Europa League,Shakhtar Donetsk,6.6,0,0,0,2,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,2,66.666666666667,13,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,0,0.0
Yehor Nazaryna,833562,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.18,1,0,341,361,94.46,47,9,5,100.0,0,0,0,2,66.67,10,2,14,70.0,556,10.0,0,0,5,15,78.95,8,1,1,4,11,1,0,0,0,0,0,5,3,19,0,0,67,12,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yehor Nazaryna,833562,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.85,0,0,342,386,88.6,45,3,2,100.0,0,0,0,1,16.67,12,0,8,57.14,635,0.0,0,0,1,11,37.93,10,1,3,3,15,1,5,0,0,0,0,4,6,29,0,0,79,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
