İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Kiril Fesyun,1002780,Premier League 23/24,Ukrainian Premier League,Kolos Kovalivka,6.951724137931,0,0,503,585,85.98,22,0,0,0.0,0,0,0,0,0.0,0,0,16,80.0,2610,0.0,0,0,0,140,65.12,16,4,2,1,2,0,0,0,74,12,4,29,0,215,31,0,112,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Vladyslav Veleten,1001956,Premier League 24/25,Ukrainian Premier League,Kolos Kovalivka,7.232,4,5,406,589,68.93,21,23,128,82.05,6,0,0,33,30.0,34,13,22,37.29,1962,11.77,0,0,0,18,51.43,11,4,34,29,40,3,1,1,0,0,0,22,110,35,0,0,98,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Vladyslav Veleten,1001956,Premier League 23/24,Ukrainian Premier League,Kolos Kovalivka,6.936,2,2,200,296,67.57,8,10,69,76.67,3,0,0,18,34.62,17,6,21,41.18,1081,11.77,0,0,0,7,41.18,9,3,28,14,11,0,2,1,0,0,0,11,52,17,0,0,47,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Ilir Krasniqi,1127605,Premier League 24/25,Ukrainian Premier League,Kolos Kovalivka,6.8727272727273,0,0,776,927,83.71,59,1,8,66.67,4,0,0,0,0.0,12,6,34,50.75,1980,0.0,0,0,0,58,47.15,55,19,36,32,38,0,11,0,0,0,0,22,0,123,0,0,279,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleksii Sydorov,1500182,Premier League 24/25,Ukrainian Premier League,Kolos Kovalivka,6.7,2,0,33,46,71.74,0,1,5,62.5,0,0,0,0,0.0,7,3,10,26.32,446,28.57,0,0,0,0,0.0,6,1,9,9,3,3,1,0,0,0,0,5,0,1,0,0,5,8,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yurii Klymchuk,844252,Premier League 25/26,Ukrainian Premier League,Kolos Kovalivka,6.9,7,1,135,192,70.31,5,9,7,77.78,1,0,0,2,28.57,31,17,25,35.71,1501,22.58,1,0,0,4,44.44,10,3,13,16,3,5,0,0,0,0,0,19,7,9,0,0,31,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Ardit Tahiri,1134660,Premier League 25/26,Ukrainian Premier League,Kolos Kovalivka,6.48,0,0,2,5,40.0,0,0,2,50.0,0,0,0,0,0.0,1,0,3,27.27,92,0.0,0,0,0,0,0.0,1,0,3,1,3,2,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Taras Stepanenko,45604,Premier League 25/26,Ukrainian Premier League,Kolos Kovalivka,6.5,0,0,18,24,75.0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,74,0.0,0,0,0,1,25.0,0,0,1,1,2,0,0,0,0,0,0,1,0,4,0,0,7,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Nika Gagnidze,979074,Premier League 25/26,Ukrainian Premier League,Kolos Kovalivka,6.9166666666667,0,3,421,511,82.39,35,22,14,77.78,2,0,0,11,42.31,18,4,18,45.0,1620,0.0,0,0,0,8,40.0,10,9,16,21,20,2,10,0,0,0,0,17,26,20,0,0,118,18,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Nika Gagnidze,979074,Premier League 24/25,Ukrainian Premier League,Kolos Kovalivka,6.7590909090909,2,1,498,614,81.11,34,11,9,75.0,4,0,0,4,18.18,9,4,17,42.5,1902,22.22,0,0,0,17,70.83,11,9,18,22,15,1,4,0,0,0,0,19,22,24,0,0,142,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
