İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Raymond Owusu,1120512,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.61875,1,1,97,117,82.91,8,6,6,54.55,3,0,0,2,40.0,5,1,17,26.56,856,20.0,0,0,0,1,100.0,2,2,17,16,1,5,0,0,0,0,0,9,5,1,0,0,35,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Taipi Alban,1123534,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.42,0,0,21,31,67.74,4,0,0,0.0,0,0,0,0,0.0,1,0,12,46.15,272,0.0,0,0,0,1,100.0,2,2,0,6,2,0,0,0,0,0,0,3,0,1,0,0,10,5,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Anton Demchenko,1510002,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.45,0,0,8,12,66.67,0,0,3,100.0,0,0,0,0,0.0,2,0,2,50.0,68,0.0,0,0,0,0,0.0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Artem Liehostaiev,1648961,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.5777777777778,1,1,71,128,55.47,3,7,13,81.25,1,0,0,1,5.88,7,2,24,32.43,1038,14.29,0,0,0,4,40.0,5,6,11,7,3,9,2,0,0,0,0,11,17,10,0,0,23,18,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleksiy Lytovchenko,1648218,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.62,0,0,23,27,85.19,6,1,3,100.0,0,0,0,0,0.0,2,0,1,33.33,155,0.0,0,0,1,1,50.0,3,0,4,6,0,0,0,0,0,0,0,1,2,2,0,0,4,5,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleksiy Lytovchenko,1648218,Premier League 24/25,Ukrainian Premier League,Kudrivka,6.85,0,0,3,5,0.0,1,0,1,100.0,0,0,0,0,0.0,0,0,0,0.0,28,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Anton Glushchenko,1142416,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.7857142857143,1,0,88,118,74.58,11,3,7,70.0,1,0,0,1,25.0,8,3,5,27.78,374,12.5,0,0,0,8,57.14,4,2,11,3,5,0,0,0,0,0,0,3,4,14,0,0,34,7,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Kaya Makosso,1010557,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.5,0,0,30,37,81.08,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,128,0.0,0,0,0,1,100.0,4,1,0,2,4,0,1,0,0,0,0,1,0,1,0,0,11,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Andrii Storchous,814773,Premier League 25/26,Ukrainian Premier League,Kudrivka,7.0526315789474,7,1,289,393,73.54,39,10,13,81.25,1,0,0,8,34.78,35,14,22,52.38,1370,20.0,1,1,0,29,61.7,8,6,8,8,13,2,1,1,0,0,0,15,23,47,0,0,57,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleh Pushkarov,1142531,Premier League 25/26,Ukrainian Premier League,Kudrivka,6.6285714285714,0,0,59,73,80.82,4,1,7,87.5,0,0,0,2,33.33,4,2,4,66.67,252,0.0,0,0,0,3,50.0,0,1,7,2,5,0,0,0,0,0,0,2,6,6,0,0,12,8,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
