İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Maksym Bragaru,1111786,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,6.7733333333333,1,0,188,234,80.34,8,6,29,78.38,2,0,0,1,8.33,14,5,1,16.67,628,7.143,0,0,0,3,25.0,4,0,10,10,9,2,0,0,0,0,0,7,12,12,0,0,31,15,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Maksym Bragaru,1111786,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,6.0333333333333,0,0,12,15,80.0,3,1,2,100.0,1,1,1,0,0.0,2,0,0,0.0,44,0.0,0,0,0,0,0.0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,0.01084508,3,9,1,0,3,42.857142857143,0,0,0,0,1,5,0,0,0,23,0,0,0,0,0,0,0,0,1,2,0,0.0,3,12,0,0.0173,0,0.0
Oleksandr Andriyevskyi,191384,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.1571428571429,1,2,766,871,87.94,102,24,6,66.67,3,0,0,10,47.62,21,4,7,46.67,1358,4.762,0,0,1,47,55.29,15,8,5,17,34,0,4,4,0,0,0,14,21,85,0,0,145,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleksandr Andriyevskyi,191384,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,6.6333333333333,0,0,36,43,83.720930232558,7,0,0,0.0,0,0,0,0,0.0,1,1,1,100.0,85,0.0,0,0,1,3,75.0,3,0,0,1,3,0,0,0,0,0,0,1,1,4,1,0,1,3,3,0,0,0.01445171,15,21,2,3,2,25.0,0,0,0,0,0,11,0,3,2,57,0,0,0,0,0,0,0,0,0,2,0,0.0,17,27,0,0.0933,0,0.0
Volodymyr Shepeliev,827410,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,6.7761904761905,2,0,415,470,88.3,41,13,25,65.79,5,0,0,4,28.57,10,5,16,53.33,1055,20.0,0,0,0,10,66.67,8,5,8,20,16,1,1,1,0,0,0,9,14,15,0,0,72,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Volodymyr Shepeliev,827410,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Georgiy Bushchan,138813,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,7.03125,0,0,318,371,85.71,10,0,0,0.0,1,0,0,0,0.0,0,0,5,100.0,1440,0.0,0,0,0,85,65.89,6,4,2,0,1,0,0,0,32,7,0,16,0,129,10,0,55,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Georgiy Bushchan,138813,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.0884615384615,0,0,536,603,88.89,26,0,0,0.0,1,0,0,0,0.0,0,0,4,100.0,2340,0.0,0,0,0,155,73.11,7,0,2,0,0,0,0,0,71,11,0,26,0,212,21,0,76,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Georgiy Bushchan,138813,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,7.4,0,0,94,158,59.493670886076,2,0,0,0.0,0,0,0,0,0.0,0,0,2,66.666666666667,450,0.0,0,0,0,39,39.0,5,1,1,0,0,0,0,0,30,0,0,5,0,100,14,0,44,5,5,0,0,0.00866441,80,14,0,0,0,0.0,0,0,0,0,0,66,0,21,7,227,0,0,1,1,2,2,3,0,0,0,0,0.0,109,49,1,0.0,0,1.2393
Matvii Ponomarenko,1596425,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.3090909090909,9,0,90,123,73.17,6,4,16,80.0,2,0,1,1,20.0,33,16,9,34.62,763,27.27,0,0,0,3,75.0,2,4,8,14,1,5,1,0,0,0,0,8,5,4,0,1,18,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
