İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Viktor Korniienko,904853,Premier League 24/25,Ukrainian Premier League,Vorskla Poltava,6.6428571428571,1,0,63,84,75.0,5,4,0,0.0,2,0,0,1,25.0,2,1,3,50.0,211,50.0,0,0,2,3,30.0,2,1,1,3,6,1,0,0,0,0,0,2,4,10,0,0,15,8,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Viktor Korniienko,904853,Premier League 23/24,Ukrainian Premier League,Vorskla Poltava,6.5894736842105,1,0,438,574,76.31,40,4,14,63.64,3,0,0,12,33.33,18,5,13,43.33,1461,5.556,0,0,3,33,47.14,20,5,5,12,26,1,7,0,0,0,0,15,36,70,0,0,103,19,0,0,0,0.0,0,0,0,57,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Ilya Krupskyi,1154308,Premier League 24/25,Ukrainian Premier League,Vorskla Poltava,7.0518518518519,0,2,870,1107,78.59,71,21,48,76.19,3,0,0,41,44.09,27,8,52,53.06,2460,0.0,0,0,0,48,42.48,45,11,26,15,64,1,4,1,0,0,0,26,93,113,0,0,250,27,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Ilya Krupskyi,1154308,Premier League 23/24,Ukrainian Premier League,Vorskla Poltava,6.7608695652174,1,2,537,709,75.74,36,14,40,72.73,5,0,1,20,32.26,18,5,27,45.0,1905,5.556,0,0,0,42,51.85,47,11,15,22,63,1,3,1,0,0,0,20,62,81,0,1,178,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yevhen Pavliuk,1031531,Premier League 24/25,Ukrainian Premier League,Vorskla Poltava,6.9047619047619,0,0,750,905,82.87,56,2,2,100.0,4,0,0,3,60.0,5,2,68,62.39,1649,0.0,0,0,0,86,51.19,54,18,5,19,32,0,8,1,0,0,0,17,5,168,0,0,225,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yevhen Pavliuk,1031531,Premier League 23/24,Ukrainian Premier League,Vorskla Poltava,6.9068965517241,1,0,1133,1320,85.83,99,3,9,69.23,5,0,0,3,50.0,9,3,86,66.15,2595,11.11,0,0,0,110,59.14,97,18,8,30,80,0,16,0,0,0,0,26,6,186,0,0,339,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yevhen Pasich,792704,Premier League 24/25,Ukrainian Premier League,Vorskla Poltava,6.6333333333333,0,0,23,29,79.31,0,2,2,100.0,0,0,0,2,66.67,0,0,1,33.33,77,0.0,0,0,0,0,0.0,5,0,0,0,3,1,0,0,0,0,0,0,3,1,0,0,9,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Ibrahim Kane,906045,Premier League 24/25,Ukrainian Premier League,Vorskla Poltava,7.003125,3,1,579,721,80.31,43,20,46,74.19,1,0,0,6,15.79,43,14,17,32.69,2480,6.977,0,0,0,19,54.29,11,4,51,24,47,9,1,1,0,0,0,29,38,35,0,0,174,30,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Ibrahim Kane,906045,Premier League 23/24,Ukrainian Premier League,Vorskla Poltava,7.0137931034483,2,3,641,794,80.73,51,27,78,72.9,4,0,0,25,37.88,49,16,20,36.36,2577,4.082,0,0,0,22,46.81,12,5,70,25,45,3,1,2,0,0,0,27,66,47,0,0,159,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Artem Cheliadin,990195,Premier League 24/25,Ukrainian Premier League,Vorskla Poltava,6.8444444444444,1,1,573,706,81.16,55,10,12,85.71,6,0,0,4,20.0,17,2,37,50.68,1806,5.882,0,0,2,43,43.88,26,12,42,23,55,0,7,0,0,0,0,21,20,98,0,0,187,25,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
