İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Lassina Traoré,911719,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.5,4,0,49,68,72.06,2,5,1,100.0,0,0,0,0,0.0,12,9,11,40.74,362,33.33,0,0,0,2,100.0,3,1,4,4,0,2,3,0,0,0,0,4,0,2,0,0,11,6,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lassina Traoré,911719,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.6826086956522,4,1,115,141,81.56,7,5,1,50.0,0,0,0,0,0.0,16,7,25,48.08,906,25.0,0,0,0,4,66.67,8,1,5,13,4,4,0,1,0,0,0,9,0,6,0,0,18,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lassina Traoré,911719,Premier League 23/24,Ukrainian Premier League,Shakhtar Donetsk,6.9,4,4,105,130,80.77,11,20,5,55.56,2,0,0,2,28.57,17,6,15,34.88,737,23.53,0,0,0,2,100.0,4,3,6,18,1,2,0,1,0,0,0,6,7,2,0,0,15,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lassina Traoré,911719,UEFA Champions League 24/25,UEFA Champions League,Shakhtar Donetsk,6.5666666666667,0,0,26,37,70.27027027027,8,3,1,50.0,1,0,0,1,100.0,1,0,6,42.857142857143,148,0.0,0,0,0,1,100.0,3,0,0,3,2,1,1,0,0,0,0,0,1,1,4,0,4,6,6,0,0,0.06922029,14,13,1,0,2,25.0,0,0,0,0,1,19,0,2,1,58,0,0,0,0,0,0,0,0,3,2,0,0.0,16,22,0,0.0483,0,0.0
Lassina Traoré,911719,UEFA Europa League 23/24,UEFA Europa League,Shakhtar Donetsk,6.5,0,0,1,1,100.0,0,1,0,0.0,0,0,0,0,0.0,0,0,0,0.0,9,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1.525e-05,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,0,0.0,0,0.0
Kauã Elias,1482841,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.3357142857143,6,2,118,145,81.38,4,12,27,77.14,0,0,0,1,25.0,36,18,8,40.0,854,16.67,1,0,0,0,0.0,2,0,8,8,2,1,0,0,0,0,0,8,4,0,0,0,34,15,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Kauã Elias,1482841,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.4222222222222,0,0,33,48,68.75,0,3,3,42.86,0,0,0,0,0.0,10,4,1,11.11,355,0.0,0,0,0,0,0.0,1,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,4,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Luca Meirelles,1633781,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,6.8928571428571,5,0,102,121,84.3,9,5,6,54.55,2,0,0,3,42.86,18,11,2,15.38,626,27.78,0,0,0,2,66.67,1,2,1,8,2,1,0,0,0,0,0,7,7,3,0,0,17,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eguinaldo,1390545,Premier League 25/26,Ukrainian Premier League,Shakhtar Donetsk,7.2818181818182,6,0,114,143,79.72,7,4,17,68.0,1,0,0,2,33.33,24,13,15,45.45,694,25.0,0,0,0,3,100.0,4,1,21,9,7,3,0,0,0,0,0,8,6,3,0,0,23,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eguinaldo,1390545,Premier League 24/25,Ukrainian Premier League,Shakhtar Donetsk,6.9653846153846,6,1,181,227,79.74,11,11,31,79.49,1,0,0,2,25.0,46,22,32,41.56,1357,13.04,0,0,0,4,44.44,12,4,24,30,12,5,0,1,0,0,0,12,8,9,0,0,36,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
