İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Rayan Aït-Nouri,931278,Premier League 24/25,Premier League,Wolverhampton,7.0432432432432,37,4,8,3,7,4.00245471,1194,1377,86.710239651416,538,681,330,47,63,52.941176470588,89,26,5,0,1,25,26.595744680851,36,13,198,55.61797752809,22,42.307692307692,3128,11.111111111111,0,0,0,0,0,0,21,32.307692307692,66,1,1,47,428,21,39,19,2315,46,30,1,0,27,6,15,1,0,0,0,0,0,0,0,0,37,0.0,46,119,94,65,67,57,64.044943820225,1,614,857,3,2.6886,145,0,37,0.0
Rayan Aït-Nouri,931278,Premier League 23/24,Premier League,Wolverhampton,6.8969696969697,33,2,3,5,1,1.73065696,899,1038,86.608863198459,416,491,231,25,62,61.386138613861,71,15,7,0,0,8,19.512195121951,24,8,186,56.880733944954,21,45.652173913043,2344,8.3333333333333,0,0,1,1,0,0,23,42.592592592593,31,0,0,56,337,8,45,22,1689,53,25,0,0,21,8,5,0,0,0,0,0,0,0,0,0,29,0.0,25,101,41,54,43,44,61.971830985915,0,470,609,1,3.2873,136,6,33,0.0
Matheus Cunha,886363,Premier League 24/25,Premier League,Wolverhampton,7.6060606060606,33,15,13,2,6,5.2817246,753,949,79.346680716544,268,511,301,58,61,50.0,38,17,4,0,0,26,18.30985915493,110,44,170,48.295454545455,13,30.952380952381,2600,13.636363636364,0,0,0,1,12,0,49,55.681818181818,19,0,0,55,521,22,82,38,1749,71,42,2,0,26,8,30,1,0,3,0,0,0,0,0,0,29,0.0,57,122,142,88,54,22,57.894736842105,0,306,785,6,8.6288,125,0,33,0.0
Matheus Cunha,886363,Premier League 23/24,Premier League,Wolverhampton,7.25625,32,12,7,6,7,2.95433269,641,786,81.552162849873,257,386,220,28,64,51.2,30,13,9,0,0,2,8.3333333333333,73,38,144,46.451612903226,16,25.396825396825,2453,16.438356164384,1,1,1,0,0,0,18,56.25,20,0,1,53,377,23,40,19,1377,50,31,3,0,22,4,15,0,0,1,0,0,0,0,0,0,29,0.0,28,125,24,32,46,16,53.333333333333,0,282,528,4,9.486,114,7,32,0.0
Pedro Neto,879349,Premier League 23/24,Premier League,Wolverhampton,7.195,20,2,7,2,9,3.70186896,491,589,83.361629881154,168,356,198,38,37,46.835443037975,7,5,4,0,0,33,28.695652173913,36,12,65,42.763157894737,4,18.181818181818,1518,5.5555555555556,0,0,1,0,3,0,17,58.620689655172,2,0,0,20,301,12,35,17,979,21,15,3,0,10,2,8,0,0,2,0,0,0,0,0,0,18,0.0,38,79,115,29,27,3,42.857142857143,0,194,510,0,3.4956,79,1,20,0.0
Tom King,603922,Premier League 24/25,Premier League,Wolverhampton,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,1,0,1,0.0
Jørgen Strand Larsen,876599,Premier League 24/25,Premier League,Wolverhampton,6.88,35,14,6,13,4,1.04469385,294,451,65.188470066519,99,196,99,21,8,42.105263157895,10,6,4,0,0,1,16.666666666667,54,34,37,25.0,67,40.119760479042,2599,25.925925925926,0,0,0,0,0,0,11,61.111111111111,29,0,0,34,299,10,15,8,793,19,46,3,0,23,16,5,0,0,1,0,0,0,0,0,0,30,0.0,21,19,6,18,52,6,60.0,0,144,313,3,10.2737,42,0,35,0.0
Max Kilman,894474,Premier League 23/24,Premier League,Wolverhampton,6.9789473684211,38,2,4,1,0,1.10244809,1972,2286,86.264216972878,1395,578,181,17,10,76.923076923077,47,39,7,0,0,1,16.666666666667,14,6,72,55.384615384615,89,71.2,3420,14.285714285714,0,0,0,1,0,0,144,46.451612903226,179,0,4,10,351,2,214,98,2757,18,38,0,0,8,2,2,0,0,5,0,0,0,0,0,0,38,0.0,17,13,6,310,65,21,44.68085106383,0,1517,775,1,1.8089,177,37,38,0.0
Hee-Chan Hwang,786186,Premier League 25/26,Premier League,Wolverhampton,6.605,20,2,1,2,1,0.92897071,235,308,76.298701298701,93,142,81,10,8,36.363636363636,8,8,3,0,0,3,17.647058823529,15,6,30,38.461538461538,5,38.461538461538,1155,13.333333333333,1,1,0,0,1,0,11,61.111111111111,14,2,1,8,144,3,19,10,490,14,22,0,0,5,8,3,0,0,0,0,0,0,0,0,0,15,0.0,10,22,17,18,22,3,37.5,0,116,192,0,2.1107,38,0,20,0.0
Hee-Chan Hwang,786186,Premier League 24/25,Premier League,Wolverhampton,6.62,20,2,1,0,0,0.33050426,158,189,83.597883597884,52,108,61,3,2,14.285714285714,6,2,0,0,0,2,25.0,5,3,17,34.69387755102,3,25.0,661,40.0,0,0,0,0,0,0,0,0.0,10,0,0,10,75,5,4,1,294,9,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,0.0,3,14,8,1,19,4,66.666666666667,0,57,140,0,0.7987,28,0,21,0.0
