İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Hércules,1104068,Brasileirão Betano 2024,Brasileirão Betano,Fortaleza,6.834375,32,4,2,1,1,1.58845697,710,867,81.891580161476,292,422,174,19,38,70.37037037037,55,6,5,2,2,4,12.121212121212,28,7,104,46.222222222222,9,30.0,2331,14.285714285714,0,0,0,0,0,0,53,53.535353535354,26,0,0,24,269,7,79,38,1228,11,44,2,0,37,2,7,0,0,5,0,0,0,0,0,0,30,0.0,19,54,33,99,20,34,61.818181818182,0,327,573,0,1.5454,107,0,32,0.0
Breno Lopes,937552,Brasileiro Serie A 2025,Brasileirão Betano,Fortaleza,7.046875,32,6,5,8,3,2.95662638,563,646,87.151702786378,140,423,250,44,22,51.162790697674,15,4,5,0,0,20,18.867924528302,56,19,90,58.441558441558,13,37.142857142857,2297,10.714285714286,0,0,0,0,1,0,16,69.565217391304,4,0,0,25,256,18,23,14,1047,53,12,2,0,6,20,13,1,0,0,0,0,0,0,0,0,29,0.0,43,43,106,23,37,11,73.333333333333,0,153,493,0,5.2228,85,0,32,0.0
Breno Lopes,937552,Brasileirão Betano 2024,Brasileirão Betano,Fortaleza,6.971875,32,5,2,7,3,1.79507697,538,625,86.08,203,350,146,18,28,62.222222222222,12,5,6,0,0,15,19.230769230769,51,20,96,60.0,11,36.666666666667,1906,9.8039215686275,0,0,2,0,3,1,37,72.549019607843,12,0,0,29,236,10,36,24,995,56,15,1,0,5,8,16,0,0,0,0,0,0,0,0,0,22,33.333333333333,18,45,78,51,25,5,41.666666666667,0,224,479,1,4.4602,83,0,32,0.0
Felipe Jonatan,931574,Brasileirão Betano 2024,Brasileirão Betano,Fortaleza,6.947619047619,21,0,0,2,0,0.80638216,512,643,79.626749611198,243,277,111,11,12,54.545454545455,22,23,0,0,0,8,15.686274509804,10,5,60,56.07476635514,18,51.428571428571,1518,0.0,0,0,0,0,0,0,45,46.875,49,0,0,10,226,2,73,36,1060,26,13,0,0,16,1,2,0,0,3,0,0,0,0,0,0,17,0.0,11,22,51,96,16,16,72.727272727273,0,276,418,0,0.6741,76,0,22,0.0
Tinga,330057,Brasileiro Serie A 2025,Brasileirão Betano,Fortaleza,6.8636363636364,11,1,0,1,0,0.88114364,249,313,79.552715654952,125,124,62,4,1,16.666666666667,14,11,1,0,0,3,15.789473684211,6,1,19,47.5,22,68.75,750,16.666666666667,0,0,0,0,0,0,25,53.191489361702,38,0,0,2,119,1,24,11,527,4,6,0,0,9,0,1,0,0,2,0,0,0,0,0,0,8,0.0,4,6,19,47,16,5,35.714285714286,0,142,171,1,0.2518,25,7,11,0.0
Tinga,330057,Brasileirão Betano 2024,Brasileirão Betano,Fortaleza,7.0392857142857,28,2,3,1,1,1.36965088,733,1002,73.15369261477,339,410,193,28,11,55.0,33,33,3,1,1,16,22.857142857143,16,3,50,49.50495049505,76,59.375,2163,12.5,0,0,0,1,0,0,92,44.878048780488,97,0,1,13,434,4,124,59,1588,9,18,1,0,13,2,5,0,0,6,0,0,0,0,0,0,23,0.0,28,20,70,205,24,22,66.666666666667,0,410,662,2,1.9163,111,0,29,0.0
José Herrera,1179171,Brasileiro Serie A 2025,Brasileirão Betano,Fortaleza,6.8631578947368,19,2,5,3,3,1.3141364,235,304,77.302631578947,78,157,70,11,24,55.813953488372,26,6,3,0,0,5,18.518518518519,40,11,61,41.216216216216,22,48.888888888889,1055,5.0,0,0,0,0,0,0,11,45.833333333333,9,0,0,22,173,4,22,11,568,11,23,1,0,29,0,10,0,0,0,0,0,0,0,0,0,14,0.0,11,43,27,24,17,17,65.384615384615,0,88,216,1,2.75,46,1,19,0.0
Marinho,798127,Brasileiro Serie A 2025,Brasileirão Betano,Fortaleza,6.7058823529412,17,1,5,5,2,1.08705828,139,183,75.956284153005,25,114,62,12,15,55.555555555556,11,6,3,1,1,8,23.529411764706,29,6,51,48.11320754717,3,16.666666666667,709,3.448275862069,0,0,0,0,1,0,5,22.727272727273,1,0,0,13,124,3,16,6,387,25,25,0,0,6,12,14,0,0,0,0,0,0,0,0,0,8,0.0,12,27,34,22,12,5,45.454545454545,0,34,149,0,2.4392,31,0,17,0.0
Marinho,798127,Brasileirão Betano 2024,Brasileirão Betano,Fortaleza,7.0782608695652,23,4,4,1,3,1.60922275,279,359,77.715877437326,70,222,122,17,27,51.923076923077,28,8,4,1,1,13,23.636363636364,44,15,119,56.937799043062,8,33.333333333333,1352,9.0909090909091,0,0,0,0,10,0,20,54.054054054054,9,1,0,22,227,4,48,23,746,64,33,0,0,15,10,11,0,0,2,0,0,0,0,0,0,16,0.0,17,52,55,37,13,20,71.428571428571,0,77,337,1,2.1783,66,0,23,0.0
Renato Kayzer,814723,Brasileirão Betano 2024,Brasileirão Betano,Fortaleza,6.6888888888889,27,6,2,9,1,0.64734323,162,236,68.64406779661,55,107,62,13,13,48.148148148148,15,2,2,1,1,0,0.0,38,12,52,43.333333333333,31,29.245283018868,1209,15.789473684211,1,1,0,0,3,0,6,54.545454545455,16,0,0,14,147,10,8,4,469,25,33,1,0,11,8,9,0,0,1,0,0,0,0,0,0,13,0.0,13,27,2,11,9,7,46.666666666667,0,73,165,0,6.762,39,0,29,0.0
