İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Samuel Justo,1153077,Liga Portugal 23/24,Liga Portugal Betclic,Casa Pia,6.5944444444444,18,1,0,0,1,0.23440502,231,284,81.338028169014,113,120,56,8,3,33.333333333333,9,4,1,0,0,2,50.0,5,2,22,40.740740740741,4,36.363636363636,608,20.0,0,0,0,0,0,0,8,32.0,12,0,0,9,91,4,24,9,399,10,9,0,0,8,0,1,0,0,1,0,0,0,0,0,0,5,0.0,8,9,4,25,6,6,66.666666666667,0,118,170,0,0.5694,34,0,21,0.0
Leonardo Lelo,1006865,Liga Portugal 24/25,Liga Portugal Betclic,Casa Pia,7.084375,32,1,9,1,4,4.68857003,706,960,73.541666666667,308,443,224,52,18,51.428571428571,60,26,2,0,0,45,29.801324503311,19,7,107,62.209302325581,11,27.5,2851,5.2631578947368,0,0,0,1,4,0,49,34.751773049645,74,0,1,15,470,17,114,49,1710,31,11,0,0,24,2,6,0,0,7,0,0,0,0,0,0,32,0.0,52,35,151,141,40,35,58.333333333333,0,377,734,1,1.2829,135,0,32,0.0
Leonardo Lelo,1006865,Liga Portugal 23/24,Liga Portugal Betclic,Casa Pia,6.8060606060606,33,1,4,2,2,2.60249889,801,1066,75.140712945591,398,429,227,37,26,49.056603773585,53,37,0,0,0,26,21.138211382114,20,3,101,54.010695187166,17,38.636363636364,2944,5.0,0,0,0,0,1,0,39,30.708661417323,56,0,0,14,497,10,105,36,1891,25,12,0,0,34,2,9,0,0,10,0,0,0,0,0,0,33,0.0,37,53,123,127,48,32,60.377358490566,0,496,693,0,1.0167,144,0,33,0.0
André Lacximicant,1120679,Liga Portugal 23/24,Liga Portugal Betclic,Casa Pia,6.675,12,1,1,0,1,0.48489461,28,37,75.675675675676,14,14,8,3,1,20.0,4,0,0,0,0,0,0.0,6,2,9,33.333333333333,5,22.727272727273,216,16.666666666667,0,0,0,0,0,0,1,33.333333333333,1,0,0,7,31,1,2,2,89,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,3,5,3,3,4,2,50.0,0,15,25,0,0.211,10,0,13,0.0
Beni Mukendi,1002367,Liga Portugal 23/24,Liga Portugal Betclic,Casa Pia,6.684,25,0,0,0,3,0.34133012,624,697,89.526542324247,370,255,85,8,24,61.538461538462,32,19,7,0,1,1,12.5,3,1,81,49.390243902439,13,56.521739130435,1476,0.0,0,0,0,0,0,0,22,57.894736842105,17,0,1,24,154,3,34,21,948,25,29,0,0,15,0,1,0,0,0,0,0,0,0,0,0,14,0.0,8,39,8,38,28,24,75.0,1,401,304,0,0.0697,114,0,25,0.0
Dailon Rocha Livramento,1155358,Liga Portugal 25/26,Liga Portugal Betclic,Casa Pia,6.4117647058824,17,0,0,2,0,0.1759213,62,101,61.386138613861,21,41,25,8,9,64.285714285714,2,1,2,0,0,1,16.666666666667,15,4,17,42.5,25,42.372881355932,686,0.0,0,0,0,0,0,0,1,33.333333333333,8,0,0,7,80,1,4,2,209,6,12,0,0,2,4,4,0,0,0,0,0,0,0,0,0,7,0.0,8,14,6,3,15,0,0.0,0,28,73,0,1.3248,18,0,17,0.0
Kelian Nsona,980407,Liga Portugal 25/26,Liga Portugal Betclic,Casa Pia,6.5555555555556,9,1,1,0,1,0.21120654,72,91,79.120879120879,30,42,20,2,9,50.0,8,1,0,0,0,2,11.111111111111,5,2,21,43.75,6,42.857142857143,483,20.0,0,0,0,0,0,0,4,100.0,4,0,0,9,72,3,2,1,198,4,6,0,0,4,1,0,0,0,0,0,0,0,0,0,0,6,0.0,2,18,18,4,15,4,50.0,0,35,56,0,0.2858,15,1,9,0.0
Cassiano,157023,Liga Portugal 25/26,Liga Portugal Betclic,Casa Pia,6.612,25,5,1,8,0,0.7551566,127,224,56.696428571429,46,81,52,8,4,36.363636363636,17,3,5,0,0,1,25.0,23,10,60,48.0,53,36.301369863014,1507,21.739130434783,3,1,1,0,1,0,5,38.461538461538,18,0,0,15,163,7,16,5,455,44,41,0,0,6,7,2,0,0,1,0,0,0,0,0,0,18,0.0,8,11,4,13,29,8,47.058823529412,0,58,166,1,6.404,36,3,25,0.0
Cassiano,157023,Liga Portugal 24/25,Liga Portugal Betclic,Casa Pia,6.8961538461538,26,10,2,7,2,1.08832551,152,248,61.290322580645,58,97,53,15,6,33.333333333333,22,3,4,0,0,3,27.272727272727,31,17,60,42.553191489362,47,36.434108527132,1987,32.258064516129,4,4,0,0,1,0,2,22.222222222222,12,0,0,14,177,12,19,13,503,35,48,0,0,10,12,0,0,0,1,0,0,0,0,0,0,24,0.0,15,18,11,9,27,12,54.545454545455,0,71,188,1,8.807,39,0,26,0.0
Jérémy Livolant,826054,Liga Portugal 25/26,Liga Portugal Betclic,Casa Pia,7.1,26,3,7,7,7,3.96045504,446,627,71.132376395534,173,273,165,35,23,43.396226415094,28,12,2,0,0,42,31.111111111111,40,15,110,55.276381909548,51,55.434782608696,2236,7.5,1,1,1,0,8,0,18,40.0,26,0,0,21,388,17,46,20,1147,61,16,0,0,23,8,11,0,0,2,0,0,0,0,0,0,26,0.0,35,53,135,45,46,18,64.285714285714,0,213,414,2,5.3217,94,3,26,0.0
