İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Talal Abubakr Haji,1501473,Saudi Pro League 24/25,Saudi Pro League,Al-Riyadh,6.52,10,1,0,0,0,0.0,29,46,63.04347826087,14,15,10,0,1,25.0,1,1,1,0,0,0,0.0,5,1,4,19.047619047619,2,25.0,315,20.0,0,0,0,0,0,0,1,50.0,0,0,0,5,34,2,2,1,82,2,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,0.0,0,4,1,2,8,1,100.0,0,18,29,0,0.0,9,0,10,0.0
Abdulhadi Al-Harajin,818887,Saudi Pro League 23/24,Saudi Pro League,Al-Riyadh,6.6785714285714,28,2,2,3,0,0.0,414,505,81.980198019802,164,256,120,12,23,38.983050847458,17,9,0,0,0,6,12.244897959184,13,5,92,48.167539267016,2,15.384615384615,1431,15.384615384615,0,0,1,0,0,0,24,54.545454545455,4,0,0,32,248,4,51,27,834,52,11,1,0,21,3,2,0,0,0,0,0,0,0,0,0,14,0.0,12,59,49,44,19,8,47.058823529412,0,185,369,0,0.0,64,0,29,0.0
Mohammed Al Shwirekh,1519331,Saudi Pro League 23/24,Saudi Pro League,Al-Riyadh,6.8173913043478,23,1,1,4,0,0.0,683,825,82.787878787879,519,164,38,2,2,66.666666666667,31,14,6,1,1,0,0.0,11,3,55,67.073170731707,33,55.0,1944,9.0909090909091,0,0,1,2,0,0,51,37.226277372263,103,1,1,0,157,1,80,31,1083,23,17,1,0,9,1,1,0,0,3,0,0,0,0,0,0,23,0.0,2,3,0,137,30,17,54.838709677419,0,562,263,0,0.0,76,0,23,0.0
Mamadou Sylla,793761,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,6.7739130434783,23,7,3,11,1,0.83556133,182,243,74.897119341564,56,126,84,15,5,29.411764705882,7,4,3,0,0,3,21.428571428571,48,23,34,35.416666666667,38,37.254901960784,1707,14.583333333333,1,0,1,0,0,0,12,70.588235294118,24,0,0,16,137,7,12,9,469,23,36,1,0,7,7,7,0,0,1,0,0,0,0,0,0,18,0.0,15,17,14,17,40,3,42.857142857143,0,63,180,0,5.9402,32,3,23,0.0
Enes Sali,1133883,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,6.5111111111111,9,0,1,0,1,0.13118061,90,116,77.586206896552,35,55,31,2,5,35.714285714286,3,2,2,0,0,0,0.0,5,2,9,32.142857142857,0,0.0,389,0.0,0,0,0,0,0,0,4,100.0,1,0,1,2,58,4,2,2,178,1,5,0,0,4,1,3,0,0,0,0,0,0,0,0,0,5,0.0,2,14,9,4,4,2,66.666666666667,0,40,76,0,0.3761,21,0,9,0.0
Enes Sali,1133883,Saudi Pro League 24/25,Saudi Pro League,Al-Riyadh,6.975,8,1,1,1,1,0.0,60,79,75.949367088608,16,45,30,1,14,58.333333333333,6,0,1,0,0,1,20.0,14,4,26,60.46511627907,1,100.0,297,7.1428571428571,0,0,0,0,0,0,0,0.0,0,0,0,3,47,3,4,0,154,6,4,1,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0.0,1,24,5,3,5,4,66.666666666667,0,19,65,0,0.0,12,0,8,0.0
Leandro Antunes,845793,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,7.1,8,4,2,4,0,0.57869909,127,160,79.375,43,84,59,11,3,37.5,5,6,0,0,0,1,7.6923076923077,26,10,12,34.285714285714,11,35.483870967742,647,15.384615384615,0,0,0,0,0,0,3,33.333333333333,4,0,0,5,64,4,4,3,249,4,8,0,0,6,1,4,0,0,1,0,0,0,0,0,0,8,0.0,11,8,13,9,10,4,80.0,0,49,111,0,2.6652,14,0,8,0.0
Sultan Harun,2446702,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,6.6642857142857,14,2,1,2,0,0.10637498,48,70,68.571428571429,12,36,25,4,2,50.0,3,2,4,0,0,0,0.0,15,4,16,43.243243243243,25,52.083333333333,448,13.333333333333,0,0,1,0,0,0,1,100.0,4,0,0,4,54,6,0,0,155,12,10,0,0,6,3,3,0,0,0,0,0,0,0,0,0,3,0.0,4,4,6,1,9,0,0.0,0,14,56,0,1.5789,16,0,14,0.0
Luca Ramirez,2158886,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,6.3,4,0,0,1,0,0.01638225,13,15,86.666666666667,3,10,6,1,0,0.0,0,0,0,0,0,0,0.0,3,1,1,12.5,1,25.0,95,0.0,0,0,0,0,0,0,0,0.0,0,0,0,3,9,0,0,0,28,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0,1,0,0.0,0,3,12,0,0.3441,2,0,4,0.0
Victor Lekhal,321625,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,6.7625,8,0,1,1,0,0.41434603,324,372,87.096774193548,203,121,55,7,2,33.333333333333,11,13,1,0,0,0,0.0,5,1,18,51.428571428571,6,46.153846153846,720,0.0,0,0,0,1,0,0,29,72.5,15,0,1,1,65,2,25,15,457,5,7,0,0,6,0,1,0,0,1,0,0,0,0,0,0,8,0.0,7,6,3,40,11,5,45.454545454545,0,220,152,0,0.6759,39,2,8,0.0
Teddy Okou,878821,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,6.792,25,1,7,4,5,2.65506425,313,403,77.667493796526,101,212,139,31,43,50.0,26,15,5,0,0,17,19.540229885057,42,14,106,48.181818181818,5,21.739130434783,1857,2.3809523809524,0,0,1,0,0,0,11,39.285714285714,13,0,0,22,301,9,16,7,859,38,38,0,0,14,6,15,0,0,0,0,0,0,0,0,0,22,0.0,31,86,87,28,36,17,65.384615384615,0,116,287,0,2.8311,71,3,25,0.0
Tozé,1089231,Saudi Pro League 25/26,Saudi Pro League,Al-Riyadh,6.9807692307692,26,7,11,3,4,5.2117636,760,894,85.011185682327,308,452,266,52,10,40.0,33,16,1,1,1,54,29.508196721311,57,20,73,46.20253164557,4,21.052631578947,2300,12.280701754386,3,2,0,0,4,0,49,55.056179775281,21,0,1,21,337,15,59,39,1375,30,30,2,0,20,7,23,1,0,0,0,0,0,0,0,0,26,0.0,51,25,183,89,47,14,42.424242424242,0,342,552,1,7.5496,117,6,26,0.0
