İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Cristiano Ronaldo,750,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,7.1913043478261,23,23,5,21,2,2.15739365,407,479,84.968684759916,113,294,206,22,10,55.555555555556,3,1,1,0,0,0,0.0,129,50,25,41.666666666667,13,33.333333333333,2001,17.829457364341,8,6,1,0,12,0,8,72.727272727273,6,0,0,8,138,9,11,6,733,12,10,4,0,11,31,34,0,0,8,0,0,0,0,0,0,23,0.0,22,18,5,11,20,2,66.666666666667,0,115,364,3,22.6325,12,0,23,0.0
Cristiano Ronaldo,750,Saudi Pro League 24/25,Saudi Pro League,Al-Nassr,7.6,29,25,12,17,3,0.0,619,754,82.09549071618,160,464,285,35,17,40.47619047619,6,3,2,0,0,5,20.0,141,68,47,42.342342342342,17,44.736842105263,2535,17.730496453901,9,8,1,0,17,1,20,64.516129032258,13,0,0,25,265,10,34,20,1143,24,9,4,0,6,35,34,0,0,6,0,0,0,0,0,0,29,5.8823529411765,35,42,25,31,29,1,16.666666666667,0,174,605,6,0.0,27,0,29,0.0
Cristiano Ronaldo,750,Saudi Pro League 23/24,Saudi Pro League,Al-Nassr,7.8258064516129,31,35,11,33,11,0.0,729,870,83.793103448276,160,578,328,34,16,38.095238095238,8,1,2,0,0,9,24.324324324324,181,72,52,40.625,28,49.122807017544,2647,19.337016574586,8,8,1,0,27,3,16,64.0,22,0,0,30,279,13,21,14,1324,29,16,9,0,7,63,40,2,0,5,0,0,0,0,0,0,30,11.111111111111,32,42,37,25,33,5,62.5,0,167,740,11,0.0,33,0,31,0.0
João Félix,851671,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,7.7769230769231,26,15,17,12,11,9.3302997,669,814,82.186732186732,135,534,383,73,43,48.863636363636,19,6,4,0,0,22,23.157894736842,98,42,121,51.489361702128,17,45.945945945946,2279,15.30612244898,0,0,1,0,1,0,30,50.0,11,0,1,24,359,17,82,35,1347,59,37,4,0,12,3,21,4,0,11,0,0,0,0,0,0,26,0.0,69,88,95,60,19,9,47.368421052632,0,144,670,6,12.2598,67,0,26,0.0
Abdulrahman Ghareeb,1014447,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,6.86,10,2,3,1,1,1.46706636,236,265,89.056603773585,62,174,115,16,9,52.941176470588,5,1,3,0,0,8,40.0,11,3,20,43.478260869565,0,0.0,436,18.181818181818,0,0,0,0,0,0,4,66.666666666667,0,0,0,8,66,4,9,5,355,6,7,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0.0,16,17,20,6,3,3,60.0,0,66,199,0,1.2947,20,0,18,0.0
Abdulrahman Ghareeb,1014447,Saudi Pro League 24/25,Saudi Pro League,Al-Nassr,6.8055555555556,18,0,6,3,1,0.0,311,344,90.406976744186,79,251,143,23,9,28.125,10,1,0,0,0,19,35.185185185185,12,4,27,34.615384615385,0,0.0,672,0.0,0,0,1,0,0,0,7,87.5,0,0,0,18,127,5,12,9,522,8,6,0,0,5,3,5,1,0,0,0,0,0,0,0,0,7,0.0,22,32,54,8,8,8,80.0,0,82,316,0,0.0,31,0,18,0.0
Abdulrahman Ghareeb,1014447,Saudi Pro League 23/24,Saudi Pro League,Al-Nassr,7.0703703703704,27,4,9,8,6,0.0,696,793,87.767969735183,181,532,292,40,39,52.0,7,2,1,0,0,17,39.53488372093,28,14,63,45.323741007194,0,0.0,1419,14.285714285714,2,1,0,0,0,0,16,72.727272727273,1,0,0,19,230,12,36,28,1079,17,11,3,0,11,3,5,0,0,2,0,0,0,0,0,0,15,0.0,40,75,43,22,16,5,71.428571428571,0,193,643,2,0.0,60,0,27,0.0
Abdullah Al-Hamdan,915991,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,6.7818181818182,11,3,1,0,1,1.11676083,94,121,77.685950413223,30,64,42,6,4,50.0,9,0,0,0,0,0,0.0,15,4,17,54.838709677419,4,50.0,319,20.0,0,0,0,0,0,0,3,100.0,1,0,1,3,44,0,5,2,180,5,2,1,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0.0,6,8,0,3,3,4,44.444444444444,0,33,88,0,2.6055,8,0,18,0.0
Mohammed Khalil Marran,1115775,Saudi Pro League 25/26,Saudi Pro League,Al-Nassr,6.45,2,0,0,0,0,0.0644808,14,17,82.352941176471,2,12,9,2,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,36,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,6,1,1,0,21,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0.0,0,4,13,0,0.0796,1,0,3,0.0
Mohammed Khalil Marran,1115775,Saudi Pro League 24/25,Saudi Pro League,Al-Nassr,6.7375,8,1,0,0,0,0.0,30,36,83.333333333333,14,16,7,2,0,0.0,0,0,2,0,0,0,0.0,5,2,7,31.818181818182,0,0.0,137,20.0,1,1,1,0,0,0,0,0.0,0,0,0,7,22,1,1,1,67,7,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,3,0,0,0.0,0,16,20,0,0.0,12,0,10,0.0
