İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented,totalRating,goalsAssistsSum,inaccuratePasses,shotsOffTarget,totalDuelsWon,totalDuelsWonPercentage,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,penaltyFaced,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,penaltyConversion,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,scoringFrequency,savesCaught,savesParried,goalKicks,id,kilometersCovered,numberOfSprints,topSpeed,substitutionsIn,substitutionsOut
Nestory Irankunda,1144687,Championship 25/26,Championship,Watford,6.8771428571429,35,4,6,4,4,2.16624548,348,473,73.572938689218,102,246,160,30,46,55.421686746988,26,9,9,1,1,1,4.5454545454545,53,18,113,50.900900900901,41,51.898734177215,1699,7.5471698113208,0,0,1,0,8,2,12,48.0,13,0,0,39,308,11,14,4,916,41,30,1,0,6,4,16,0,0,1,0,0,0,0,0,0,18,25.0,30,83,22,25,25,15,57.692307692308,0,121,352,1,3.9827,52,0,35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mamadou Doumbia,1542789,Championship 25/26,Championship,Watford,6.5571428571429,28,5,4,3,0,1.05377809,304,394,77.157360406091,114,190,107,21,11,52.380952380952,10,3,4,0,0,4,25.0,38,13,36,33.02752293578,43,37.391304347826,1532,13.157894736842,0,0,0,0,0,0,12,52.173913043478,29,0,0,22,185,9,20,11,662,15,36,0,0,6,7,11,0,0,0,0,0,0,0,0,0,16,0.0,21,21,16,23,20,6,60.0,0,141,253,0,2.8959,54,5,28,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Kjerrumgaard,1127789,Championship 25/26,Championship,Watford,6.6666666666667,39,9,1,10,1,1.23901775,317,474,66.877637130802,114,203,114,26,7,30.434782608696,12,6,1,0,0,0,0.0,61,30,34,27.2,131,47.636363636364,2651,14.754098360656,0,0,0,0,0,0,5,41.666666666667,51,0,1,42,324,14,10,5,892,16,29,1,0,12,5,13,0,0,0,0,0,0,0,0,0,32,0.0,26,23,4,12,33,7,58.333333333333,0,149,325,2,6.5723,46,2,39,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rocco Vata,1149235,Championship 25/26,Championship,Watford,6.8090909090909,11,2,2,2,2,1.12175028,103,152,67.763157894737,43,60,39,11,12,52.173913043478,9,1,0,0,0,7,33.333333333333,24,8,25,40.322580645161,3,60.0,534,8.3333333333333,0,0,0,0,0,0,7,26.923076923077,4,0,2,15,112,3,21,8,299,4,5,0,0,7,2,7,0,0,0,0,0,0,0,0,0,6,0.0,11,23,21,26,10,2,22.222222222222,0,57,95,0,3.4858,40,0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivaldo,1414275,Championship 25/26,Championship,Watford,6.6076923076923,26,4,2,8,1,0.2488815,83,123,67.479674796748,25,58,34,7,4,40.0,4,3,2,0,0,0,0.0,27,15,13,25.490196078431,20,36.363636363636,753,14.814814814815,0,0,1,0,0,0,1,50.0,12,0,1,9,91,9,5,0,264,5,20,0,0,3,1,5,0,0,0,0,0,0,0,0,0,6,0.0,7,10,9,2,10,2,50.0,0,39,84,0,3.5389,20,0,26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwadwo Baah,998357,Championship 25/26,Championship,Watford,6.6,25,1,1,0,1,0.69158238,131,176,74.431818181818,33,98,56,14,11,26.190476190476,3,2,4,0,0,3,9.6774193548387,22,7,36,37.113402061856,5,31.25,792,4.5454545454545,0,0,0,0,0,0,5,50.0,5,0,0,10,152,4,3,2,371,22,16,0,0,4,4,8,0,0,0,0,0,0,0,0,0,6,0.0,14,42,31,10,10,2,66.666666666667,0,48,128,0,0.9318,32,2,25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Othmane Maamma,1515917,Championship 25/26,Championship,Watford,6.87,20,4,2,5,1,1.9830744,290,393,73.791348600509,94,196,124,24,44,38.59649122807,35,14,1,0,0,12,17.391304347826,38,15,103,44.206008583691,3,13.636363636364,1358,10.526315789474,0,0,0,0,0,0,17,73.913043478261,7,0,0,35,337,11,21,11,883,24,14,1,0,11,0,12,0,0,2,0,0,0,0,0,0,18,0.0,24,114,69,23,15,22,62.857142857143,0,117,276,0,3.0133,85,1,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nampalys Mendy,123166,Championship 25/26,Championship,Watford,6.745,20,0,0,0,0,0.30325564,427,507,84.22090729783,194,233,116,6,2,33.333333333333,26,20,2,0,0,1,14.285714285714,3,0,43,60.56338028169,7,35.0,1177,0.0,0,0,0,0,0,0,38,65.51724137931,20,0,2,3,113,0,47,31,665,15,19,0,0,4,0,2,0,0,2,0,0,0,0,0,0,12,0.0,6,6,7,58,15,15,57.692307692308,0,218,289,0,0.1272,58,3,20,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edo Kayembe,917305,Championship 25/26,Championship,Watford,6.909375,32,4,5,2,1,2.3644038,790,927,85.221143473571,272,518,291,40,27,67.5,15,11,4,0,0,8,26.666666666667,47,12,53,44.166666666667,33,43.421052631579,2085,8.5106382978723,1,1,0,0,0,0,39,55.714285714286,29,0,1,29,258,11,52,32,1280,11,19,1,0,8,0,17,0,0,3,0,0,0,0,0,0,23,0.0,40,40,30,70,29,7,46.666666666667,0,315,612,1,3.4339,133,5,32,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imrân Louza,965943,Championship 25/26,Championship,Watford,7.3324324324324,37,7,14,3,9,8.1172633,1961,2235,87.740492170022,923,1038,556,72,30,60.0,54,39,8,1,1,54,29.67032967033,79,20,117,46.062992125984,30,44.117647058824,3190,8.8607594936709,2,1,0,0,7,1,134,62.910798122066,27,0,2,34,531,12,229,126,2950,33,50,3,0,35,1,30,2,0,3,0,0,0,0,0,0,37,14.285714285714,70,50,182,213,42,36,66.666666666667,0,989,1246,5,7.5202,224,16,37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
