İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Šimun Butić,1523953,HNL 25/26,HNL,HNK Vukovar 1991,6.5076923076923,13,1,2,2,2,0.55154025,54,91,59.340659340659,15,39,24,5,4,33.333333333333,3,2,2,0,0,3,23.076923076923,6,1,7,21.875,6,33.333333333333,514,16.666666666667,0,0,0,1,0,0,6,66.666666666667,4,0,0,8,75,2,13,7,169,0,8,0,0,3,2,3,0,0,0,0,0,0,0,0,0,5,0.0,5,12,13,9,10,1,33.333333333333,0,21,70,1,1.4782,23,1,13,0.0
Lovre Kulušić,1487821,HNL 25/26,HNL,HNK Vukovar 1991,6.15,4,0,0,4,0,0.00994207,24,36,66.666666666667,12,12,6,0,1,33.333333333333,1,1,1,0,0,0,0.0,5,3,6,46.153846153846,9,29.032258064516,305,0.0,0,0,0,0,0,0,1,100.0,2,0,1,2,25,3,3,2,69,4,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,4,0.0,0,3,1,1,5,0,0.0,0,13,23,0,1.2575,7,0,4,0.0
Jakov Puljić,94238,HNL 25/26,HNL,HNK Vukovar 1991,6.7136363636364,22,10,4,5,0,1.97636398,295,456,64.69298245614,113,182,119,16,12,54.545454545455,10,8,5,0,0,0,0.0,54,22,45,41.284403669725,65,39.634146341463,1933,18.518518518519,4,3,0,0,4,0,20,44.444444444444,13,0,0,18,252,13,47,24,717,24,33,0,0,6,8,14,0,0,3,0,0,0,0,0,0,21,0.0,16,22,10,45,40,5,50.0,0,140,316,3,9.1467,42,3,22,0.0
Josip Špoljarić,357600,HNL 25/26,HNL,HNK Vukovar 1991,6.5142857142857,7,0,1,1,0,0.05741001,51,73,69.86301369863,20,31,14,2,2,33.333333333333,1,1,0,0,0,0,0.0,4,0,9,50.0,5,38.461538461538,236,0.0,0,0,0,0,0,0,4,44.444444444444,3,0,0,3,39,0,8,5,120,6,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.0,2,6,2,9,8,1,100.0,0,21,52,0,0.2781,13,0,8,0.0
Luka Klanac,1403008,HNL 25/26,HNL,HNK Vukovar 1991,6.44,5,0,0,1,0,0.00539945,13,20,65.0,8,5,3,0,0,0.0,2,2,0,0,0,0,0.0,3,1,3,33.333333333333,5,33.333333333333,210,0.0,0,0,0,0,0,0,0,0.0,3,0,0,1,21,1,0,0,53,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0,1,0,0,2,0,0.0,0,11,9,0,0.3299,5,0,5,0.0
Danijel Vinković,2442148,HNL 25/26,HNL,HNK Vukovar 1991,6.2,1,0,0,0,0,0.0,0,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,19,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0,0.0,0,0,1,0.0
Niko Pajvanćić,2417292,HNL 25/26,HNL,HNK Vukovar 1991,6.3,1,0,0,0,0,9.76e-06,2,3,66.666666666667,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,8,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,2,1,0,0.0,0,0,1,0.0
Robin González,1050373,HNL 25/26,HNL,HNK Vukovar 1991,6.9846153846154,26,6,5,6,2,2.69264859,533,642,83.021806853583,199,334,190,25,48,58.536585365854,39,12,6,0,0,10,30.30303030303,38,14,146,53.676470588235,8,27.586206896552,2146,15.789473684211,2,1,1,0,2,1,28,62.222222222222,5,0,0,53,293,14,42,22,1116,59,26,0,0,15,4,9,2,0,1,0,0,0,0,0,0,23,50.0,23,82,33,45,47,28,71.794871794872,0,219,423,6,5.421,128,1,26,0.0
Vito Čaić,1402863,HNL 25/26,HNL,HNK Vukovar 1991,6.4117647058824,17,0,2,1,1,0.60175283,373,490,76.122448979592,219,154,65,7,4,66.666666666667,14,10,3,1,1,1,11.111111111111,14,1,27,38.571428571429,27,60.0,1203,0.0,0,0,1,1,0,0,22,30.985915492958,61,0,0,9,158,2,37,13,687,9,21,0,0,12,2,3,0,0,2,0,0,0,0,0,0,15,0.0,7,6,9,71,27,9,64.285714285714,0,248,242,0,1.2246,35,8,18,0.0
Jakov Gurlica,1201460,HNL 25/26,HNL,HNK Vukovar 1991,6.52,10,0,0,0,0,0.09403288,124,179,69.27374301676,63,61,25,1,1,25.0,11,9,1,0,0,1,25.0,7,2,14,48.275862068966,8,42.105263157895,477,0.0,0,0,0,0,0,0,15,48.387096774194,13,0,1,1,67,0,20,8,251,2,7,0,0,4,0,2,0,0,1,0,0,0,0,0,0,4,0.0,1,4,4,31,13,6,54.545454545455,0,78,101,0,0.1509,27,3,10,0.0
Lovro Banovec,1050122,HNL 25/26,HNL,HNK Vukovar 1991,6.6363636363636,22,3,5,2,4,2.23698767,293,435,67.35632183908,100,193,117,28,11,35.483870967742,43,20,4,0,0,10,34.48275862069,27,8,88,42.718446601942,29,39.189189189189,1672,11.111111111111,0,0,1,0,0,0,7,25.0,27,1,1,21,262,19,15,9,817,35,46,3,0,34,5,6,0,0,1,0,0,0,0,0,0,19,0.0,28,31,29,28,31,24,55.813953488372,0,129,306,1,2.274,95,3,22,0.0
Eniss Shabani,1139243,HNL 25/26,HNL,HNK Vukovar 1991,6.7111111111111,18,0,0,3,0,0.78724168,373,520,71.730769230769,158,215,106,12,16,59.259259259259,29,12,4,0,0,5,19.230769230769,15,4,66,50.0,22,52.380952380952,1436,0.0,0,0,1,2,0,0,21,28.767123287671,20,0,1,15,245,7,60,23,810,21,28,1,0,14,1,6,0,0,2,0,0,0,0,0,0,16,0.0,12,27,26,73,29,22,75.862068965517,0,183,337,0,1.1958,84,11,18,0.0
Alen Jurilj,606436,HNL 25/26,HNL,HNK Vukovar 1991,6.6266666666667,15,2,3,1,1,1.43176392,130,199,65.326633165829,48,82,58,12,10,50.0,9,3,2,0,0,8,28.571428571429,10,5,30,50.847457627119,10,32.258064516129,1148,20.0,0,0,0,0,0,0,4,23.529411764706,9,0,0,9,139,4,19,6,364,11,9,1,0,3,11,1,0,0,0,0,0,0,0,0,0,13,0.0,12,20,28,17,21,5,55.555555555556,0,62,137,1,1.4151,57,0,15,0.0
Jakov Biljan,190439,HNL 25/26,HNL,HNK Vukovar 1991,6.54,10,0,2,0,0,0.24397121,103,126,81.746031746032,64,39,17,5,1,33.333333333333,9,7,2,0,0,1,33.333333333333,4,0,16,50.0,13,65.0,519,0.0,0,0,0,0,0,0,2,25.0,14,0,0,1,33,1,2,1,189,7,10,0,0,3,0,1,0,0,0,0,0,0,0,0,0,5,0.0,5,3,3,8,9,8,88.888888888889,0,73,53,0,0.2452,13,0,10,0.0
Moreno Živković,1094372,HNL 25/26,HNL,HNK Vukovar 1991,6.4714285714286,7,0,0,0,0,0.0297766,284,323,87.925696594427,203,81,20,0,2,100.0,11,6,1,0,0,0,0.0,0,0,18,51.428571428571,12,54.545454545455,568,0.0,0,0,0,0,0,0,8,29.62962962963,31,0,1,3,45,0,21,8,402,7,13,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,0.0,0,2,0,27,13,5,45.454545454545,0,215,108,0,0.0,25,2,7,0.0
Josip Elez,149670,HNL 25/26,HNL,HNK Vukovar 1991,6.575,4,0,0,0,0,0.04916599,127,143,88.811188811189,81,46,17,2,0,0.0,1,3,1,0,0,0,0.0,0,0,2,28.571428571429,4,44.444444444444,208,0.0,0,0,0,0,0,0,18,66.666666666667,8,0,0,1,18,0,17,11,164,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,1,27,6,1,100.0,0,84,59,0,0.0,7,2,4,0.0
Kerim Çalhanoğlu,980630,HNL 25/26,HNL,HNK Vukovar 1991,6.645,20,1,5,0,2,1.60309186,301,450,66.888888888889,145,156,76,15,8,47.058823529412,29,19,2,0,0,17,20.481927710843,11,4,42,50.0,13,40.625,1280,9.0909090909091,0,0,0,0,0,0,19,22.093023255814,62,0,2,4,279,4,66,23,896,5,11,1,0,18,1,4,0,0,2,0,0,0,0,0,0,14,0.0,15,17,83,86,25,17,58.620689655172,0,186,264,1,0.4667,74,8,20,0.0
Antonio Bosec,845373,HNL 25/26,HNL,HNK Vukovar 1991,6.375,4,0,1,0,0,0.3922686,60,90,66.666666666667,26,34,12,4,0,0.0,2,0,0,0,0,8,32.0,0,0,5,35.714285714286,2,40.0,248,0.0,0,0,0,0,0,0,0,0.0,5,0,0,0,65,1,14,5,168,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,4,3,25,9,8,0,0.0,0,32,58,0,0.0,4,1,4,0.0
Mario Tičinović,37582,HNL 25/26,HNL,HNK Vukovar 1991,6.6869565217391,23,0,3,0,3,2.34308678,445,592,75.168918918919,237,208,98,15,14,53.846153846154,25,20,3,0,0,16,19.047619047619,8,4,65,48.148148148148,26,41.935483870968,1734,0.0,0,0,0,0,0,0,35,35.353535353535,53,0,2,14,336,8,70,29,1141,26,24,0,0,20,1,1,0,0,1,0,0,0,0,0,0,20,0.0,15,26,84,99,30,20,80.0,0,275,317,2,0.2372,83,5,23,0.0
Kristijan Čabrajić,1163360,HNL 25/26,HNL,HNK Vukovar 1991,6.33,10,0,0,0,0,0.49873434,205,253,81.02766798419,105,100,40,8,5,71.428571428571,15,12,2,0,0,2,20.0,4,0,25,52.083333333333,2,28.571428571429,713,0.0,0,0,0,1,0,0,5,31.25,15,0,0,5,93,3,12,3,396,5,6,1,0,10,0,1,0,0,1,0,0,0,0,0,0,8,0.0,8,7,10,16,20,9,60.0,0,118,135,0,0.1981,36,1,11,0.0
Halid Šabanović,928334,HNL 25/26,HNL,HNK Vukovar 1991,0.0,0,0,0,0,0,0.00383185,2,2,100.0,0,2,1,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0.0,0,0,2,0,0.0,0,0,1,0.0
Mario Tadić,808501,HNL 25/26,HNL,HNK Vukovar 1991,6.6944444444444,18,1,0,2,0,0.40728153,658,844,77.962085308057,441,217,65,1,2,100.0,16,29,3,3,3,0,0.0,15,9,32,55.172413793103,46,62.162162162162,1466,6.6666666666667,0,0,0,0,1,0,82,41.206030150754,102,0,2,4,216,1,112,47,1111,14,14,0,0,9,1,2,0,0,3,0,0,0,0,0,0,17,0.0,1,2,10,199,30,11,68.75,0,473,371,3,0.741,76,14,19,0.0
Kristijan Pavičić,1003392,HNL 25/26,HNL,HNK Vukovar 1991,6.45,24,0,0,1,0,0.52192067,479,640,74.84375,317,162,50,4,2,28.571428571429,40,45,5,0,0,9,22.5,6,1,58,56.31067961165,23,45.098039215686,1902,0.0,0,0,0,0,0,0,38,31.666666666667,133,2,3,2,279,2,66,30,1148,16,24,0,0,15,0,1,0,0,2,0,0,0,0,0,0,23,0.0,4,7,40,120,40,25,62.5,0,350,290,1,0.3962,63,17,24,0.0
Nikita Vlasenko,1004393,HNL 25/26,HNL,HNK Vukovar 1991,5.1,1,0,0,0,0,0.001071,24,27,88.888888888889,17,7,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,1,33.333333333333,0,0.0,45,0.0,0,0,0,0,0,0,1,33.333333333333,1,0,0,0,3,0,1,1,35,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,4,0,0.0,0,19,8,0,0.0,4,0,1,0.0
Antonio Đaković,954020,HNL 25/26,HNL,HNK Vukovar 1991,6.9,1,0,0,0,0,0.00151036,19,26,73.076923076923,16,3,1,0,0,0.0,1,0,0,0,0,0,0.0,0,0,1,100.0,1,100.0,90,0.0,0,0,0,0,0,0,8,53.333333333333,3,0,0,0,8,0,8,6,40,1,0,0,0,0,0,0,0,4,0,0,3,2,2,0,0,1,0.0,0,0,0,15,1,0,0.0,0,18,8,0,0.0,7,0,1,-0.3165
Marino Bulat,921803,HNL 25/26,HNL,HNK Vukovar 1991,6.8176470588235,17,0,0,0,0,0.01759256,199,401,49.625935162095,140,59,9,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0.0,3,100.0,1530,0.0,0,0,0,0,0,0,77,27.797833935018,20,1,0,0,204,0,25,10,576,0,0,0,0,1,0,0,0,62,2,0,11,12,11,14,1,17,0.0,0,0,0,277,32,0,0.0,0,181,220,1,0.0,163,0,17,1.4906
Denis Pintol,997232,HNL 25/26,HNL,HNK Vukovar 1991,6.65,8,0,0,0,0,0.00652847,147,228,64.473684210526,127,20,2,0,0,0.0,1,0,0,0,0,0,0.0,0,0,4,80.0,1,100.0,720,0.0,0,0,0,1,0,0,47,36.71875,8,0,0,0,84,0,18,10,344,3,1,0,0,0,0,0,0,23,1,0,1,6,6,8,0,8,0.0,0,0,0,128,18,1,100.0,0,152,76,0,0.0,89,0,8,-4.0053
