İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Michele Šego,880746,HNL 23/24,HNL,NK Varaždin,6.9193548387097,31,2,3,1,5,0.0,388,573,67.713787085515,149,247,156,26,17,42.5,17,10,3,0,0,8,28.571428571429,46,19,102,58.959537572254,26,35.616438356164,2123,4.3478260869565,0,0,0,1,1,0,35,51.470588235294,31,0,0,24,320,10,44,21,962,68,23,1,1,5,13,12,0,0,0,0,0,0,0,0,0,26,0.0,26,40,28,68,32,13,76.470588235294,0,191,410,0,0.0,82,0,31,0.0
Ivan Mamut,843445,HNL 25/26,HNL,NK Varaždin,6.8416666666667,24,8,7,7,4,1.76913926,227,314,72.292993630573,101,126,74,24,2,28.571428571429,6,5,8,0,0,2,16.666666666667,50,20,32,43.835616438356,32,44.444444444444,1484,16.0,5,5,1,0,2,0,13,52.0,31,0,0,10,146,7,18,12,528,25,24,2,0,4,10,12,0,0,0,0,0,0,0,0,0,22,0.0,24,7,12,25,23,3,50.0,0,126,188,3,10.0681,30,3,24,0.0
Ivan Canjuga,1175150,HNL 25/26,HNL,NK Varaždin,6.7083333333333,12,0,2,0,2,0.71168406,107,131,81.679389312977,46,61,31,7,3,33.333333333333,8,3,0,0,0,3,30.0,5,0,26,44.067796610169,8,53.333333333333,488,0.0,0,0,0,0,0,0,2,25.0,7,0,0,7,63,1,11,8,242,16,14,0,0,6,0,2,0,0,0,0,0,0,0,0,0,4,0.0,7,9,10,8,3,5,62.5,0,49,82,0,0.1236,33,4,13,0.0
Stipe Jurić,885718,HNL 25/26,HNL,NK Varaždin,6.325,4,0,0,2,0,0.00663591,23,34,67.647058823529,13,10,3,2,1,100.0,1,0,0,0,0,0,0.0,2,1,2,50.0,9,60.0,155,0.0,0,0,0,0,0,0,1,100.0,2,0,1,1,22,0,4,2,57,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0.0,2,1,0,1,2,1,100.0,0,15,19,0,0.355,4,0,4,0.0
Filipe Jose Quissequel,2488681,HNL 25/26,HNL,NK Varaždin,6.5,1,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1,50.0,0,0,0,0,0,0,0.0,1,0,1,50.0,0,0.0,13,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0.0,0,0,0,0,0.0245,0,0,2,0.0
Silvio Ilinković,1005793,HNL 25/26,HNL,NK Varaždin,6.7428571428571,7,0,1,0,0,0.34325631,80,106,75.471698113208,45,35,17,1,3,75.0,7,4,2,0,0,0,0.0,1,1,15,71.428571428571,5,71.428571428571,239,0.0,0,0,0,0,0,0,4,36.363636363636,4,0,0,2,38,1,12,5,149,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0.0,1,4,1,11,3,6,85.714285714286,0,56,50,0,0.0307,13,3,7,0.0
Tomislav Duvnjak,1018753,HNL 25/26,HNL,NK Varaždin,6.9192307692308,26,1,1,1,1,1.60296536,827,1010,81.881188118812,394,433,198,24,24,55.813953488372,57,29,5,0,0,4,21.052631578947,21,4,113,53.809523809524,14,51.851851851852,2131,4.7619047619048,0,0,0,0,0,0,88,56.410256410256,36,1,3,16,264,10,139,90,1389,33,33,0,0,30,0,8,0,0,5,0,0,0,0,0,0,25,0.0,24,43,19,156,36,33,57.894736842105,0,448,562,2,0.5716,141,8,26,0.0
Tomislav Duvnjak,1018753,HNL 24/25,HNL,NK Varaždin,6.7785714285714,28,1,0,2,0,0.0,719,870,82.64367816092,364,357,134,12,12,36.363636363636,54,19,7,0,0,2,11.111111111111,10,2,118,56.730769230769,21,55.263157894737,1701,10.0,0,0,0,0,0,0,68,51.908396946565,43,2,0,16,243,7,87,47,1234,53,31,1,0,22,2,4,0,0,3,0,0,0,0,0,0,18,0.0,12,33,18,131,14,32,59.259259259259,0,401,487,1,0.0,112,0,29,0.0
Matej Vuk,887798,HNL 25/26,HNL,NK Varaždin,6.8826086956522,23,2,2,1,0,2.4755863,257,362,70.994475138122,80,177,102,19,27,61.363636363636,23,10,4,0,0,8,23.529411764706,25,5,80,65.573770491803,10,45.454545454545,1286,8.0,0,0,0,0,0,0,10,33.333333333333,13,0,0,10,199,4,13,8,651,30,13,1,0,6,3,15,0,0,0,0,0,0,0,0,0,11,0.0,19,44,34,30,23,14,60.869565217391,0,111,251,1,1.5943,68,1,23,0.0
Matej Vuk,887798,HNL 24/25,HNL,NK Varaždin,6.9,22,2,3,3,0,0.0,308,443,69.525959367946,106,214,125,20,21,47.727272727273,19,7,2,0,0,12,22.641509433962,39,10,60,47.244094488189,24,42.105263157895,1496,5.1282051282051,0,0,1,0,0,0,8,28.571428571429,14,0,0,20,272,7,17,6,771,20,13,1,0,11,5,11,0,0,0,0,0,0,0,0,0,17,0.0,20,44,53,28,13,8,42.105263157895,0,142,354,2,0.0,64,0,22,0.0
