İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Ayoze Pérez,345195,LaLiga 23/24,LaLiga,Real Betis,7.1064516129032,31,9,7,10,1,2.97088589,566,710,79.718309859155,160,408,241,30,50,48.076923076923,59,22,4,0,0,2,10.526315789474,68,26,157,48.456790123457,20,37.037037037037,2307,13.235294117647,0,0,0,0,0,0,10,52.631578947368,12,0,0,51,347,21,29,17,1278,48,36,2,0,28,11,16,0,0,5,0,0,0,0,0,0,29,0.0,30,104,19,19,28,32,54.237288135593,0,197,532,3,7.4343,121,0,31,0.0
Ayoze Pérez,345195,UEFA Europa League 23/24,UEFA Europa League,Real Betis,6.7666666666667,6,2,0,3,1,0.1707588,88,110,80.0,19,69,40,6,7,43.75,5,1,1,0,0,0,0.0,9,4,16,38.095238095238,1,50.0,283,22.222222222222,0,0,0,0,0,0,1,33.333333333333,0,0,0,8,54,1,2,1,184,4,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0.0,6,16,2,3,4,3,60.0,0,22,90,0,1.3405,10,0,6,0.0
Johnny Cardoso,990169,LaLiga 24/25,LaLiga,Real Betis,6.9535714285714,28,3,2,3,1,0.80730114,949,1103,86.038077969175,533,416,161,9,26,63.414634146341,55,48,5,0,0,0,0.0,19,7,108,50.704225352113,29,61.702127659574,2143,15.789473684211,0,0,0,0,0,0,36,54.545454545455,63,0,1,23,236,13,50,28,1522,27,38,0,0,32,0,2,0,0,3,0,0,0,0,0,0,24,0.0,9,41,3,66,32,31,56.363636363636,0,589,517,1,2.0338,138,0,28,0.0
Johnny Cardoso,990169,LaLiga 23/24,LaLiga,Real Betis,7.0941176470588,17,1,0,3,2,1.00811457,537,634,84.700315457413,272,266,99,8,11,57.894736842105,48,32,3,0,0,1,33.333333333333,12,3,78,59.090909090909,38,60.31746031746,1331,8.3333333333333,0,0,1,0,0,0,21,58.333333333333,28,0,0,15,141,9,28,18,889,19,21,0,0,11,0,2,0,0,4,0,0,0,0,0,0,15,0.0,8,19,3,36,15,29,60.416666666667,0,309,328,0,1.0789,91,0,17,0.0
Cédric Bakambu,115665,LaLiga 25/26,LaLiga,Real Betis,6.66,15,3,1,5,0,0.23484921,55,73,75.342465753425,19,36,18,3,1,33.333333333333,2,1,0,0,0,0,0.0,20,9,12,46.153846153846,8,34.782608695652,458,15.0,0,0,0,0,0,0,3,75.0,8,0,0,5,36,2,3,3,148,9,6,1,0,2,8,2,0,0,0,0,0,0,0,0,0,4,0.0,3,3,2,4,6,2,100.0,0,23,50,0,3.2765,7,0,15,0.0
Cédric Bakambu,115665,LaLiga 24/25,LaLiga,Real Betis,6.664,25,2,2,5,2,0.75678192,84,123,68.292682926829,23,61,40,9,1,16.666666666667,6,0,4,0,0,0,0.0,24,11,14,26.415094339623,12,30.0,710,8.3333333333333,0,0,1,0,0,0,0,0.0,5,0,0,11,88,8,1,0,245,7,23,2,0,4,12,2,0,0,0,0,0,0,0,0,0,6,0.0,9,6,2,2,7,4,66.666666666667,0,25,100,0,3.1778,25,0,25,0.0
Cédric Bakambu,115665,LaLiga 23/24,LaLiga,Real Betis,6.55,4,0,1,1,0,0.41823573,26,39,66.666666666667,8,18,11,3,1,33.333333333333,1,0,1,0,0,0,0.0,4,1,5,33.333333333333,3,30.0,195,0.0,0,0,0,0,0,0,0,0.0,0,0,0,4,30,0,0,0,75,3,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0.0,3,3,0,0,2,0,0.0,0,10,29,0,0.4357,4,0,4,0.0
Cédric Bakambu,115665,UEFA Europa League 25/26,UEFA Europa League,Real Betis,6.66,5,1,3,1,2,0.91528995,36,48,75.0,7,29,20,6,1,33.333333333333,6,0,3,0,0,0,0.0,7,2,9,30.0,3,23.076923076923,407,14.285714285714,0,0,0,0,0,0,1,50.0,4,0,0,8,39,3,0,0,113,2,8,1,0,3,4,1,0,0,1,0,0,0,0,0,0,5,0.0,6,3,1,2,3,0,0.0,0,8,40,0,1.6126,9,1,5,0.0
Cucho Hernández,887055,LaLiga 25/26,LaLiga,Real Betis,6.812,25,8,7,7,3,1.87943698,374,525,71.238095238095,118,256,172,28,24,53.333333333333,24,7,3,0,0,2,10.0,72,18,76,46.625766871166,31,43.055555555556,2073,11.111111111111,1,1,0,0,2,0,26,74.285714285714,23,1,0,42,322,17,37,26,943,28,20,2,0,7,12,20,0,0,6,0,0,0,0,0,0,24,0.0,28,45,20,35,31,15,62.5,0,148,377,1,8.8138,63,2,25,0.0
Cucho Hernández,887055,LaLiga 24/25,LaLiga,Real Betis,7.26,15,5,2,4,1,0.6662934,221,296,74.662162162162,60,162,104,14,17,65.384615384615,15,7,0,0,0,1,8.3333333333333,43,11,41,52.564102564103,29,45.3125,1149,11.627906976744,0,0,1,0,0,0,19,82.608695652174,4,0,0,14,156,8,24,16,515,9,10,2,0,5,5,15,0,0,0,0,0,0,0,0,0,14,0.0,14,26,12,23,15,10,66.666666666667,0,75,233,1,3.7909,28,0,15,0.0
