İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Pau Cabanes,1863206,LaLiga 24/25,LaLiga,Deportivo Alavés,6.7285714285714,14,1,1,0,0,0.30436247,116,146,79.452054794521,33,83,51,5,9,40.909090909091,12,3,1,0,0,0,0.0,6,3,33,48.529411764706,2,28.571428571429,366,16.666666666667,0,0,1,0,0,0,1,25.0,2,0,1,6,89,1,6,2,271,12,9,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,0.0,5,22,18,4,3,6,50.0,0,39,125,1,0.5086,17,0,16,0.0
Santiago Mouriño,1468046,LaLiga 24/25,LaLiga,Deportivo Alavés,6.9739130434783,23,0,2,2,1,0.59676296,519,661,78.517397881997,324,197,64,7,4,44.444444444444,43,29,7,0,0,2,50.0,13,4,68,52.307692307692,40,57.142857142857,1847,0.0,0,0,1,0,0,0,33,34.020618556701,118,0,0,11,176,3,63,34,1006,23,32,0,0,17,1,0,0,0,6,0,0,0,0,0,0,20,0.0,7,9,4,97,22,28,65.116279069767,0,370,295,2,0.9334,85,0,25,0.0
Rafa Marín,984623,LaLiga 23/24,LaLiga,Deportivo Alavés,6.8548387096774,31,0,0,3,0,0.35996641,843,1018,82.809430255403,564,279,97,5,3,75.0,32,33,6,0,0,0,0.0,13,3,51,53.684210526316,56,56.565656565657,2460,0.0,0,0,0,0,0,0,103,52.020202020202,128,1,1,4,195,0,109,61,1333,16,28,1,1,13,0,1,0,0,7,0,0,0,0,0,0,27,0.0,5,4,1,198,36,20,62.5,0,610,409,1,0.6932,117,0,33,0.0
Giuliano Simeone,1099352,LaLiga 23/24,LaLiga,Deportivo Alavés,6.7,13,1,4,3,2,1.16539793,111,154,72.077922077922,35,79,57,11,9,42.857142857143,7,5,1,0,0,3,21.428571428571,15,3,22,33.846153846154,2,16.666666666667,635,6.6666666666667,1,0,1,0,0,0,1,16.666666666667,3,0,0,9,92,8,9,6,277,6,11,0,0,12,2,5,0,0,1,0,0,0,0,0,0,6,0.0,11,21,14,6,5,5,71.428571428571,0,48,120,0,2.4006,37,0,14,0.0
Jon Karrikaburu,1099175,LaLiga 23/24,LaLiga,Deportivo Alavés,6.5,2,0,0,0,0,0.00011154,2,4,50.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,31,0.0,0,0,0,0,0,0,1,100.0,0,0,0,0,5,0,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0.0,0,1,3,0,0.0,2,0,2,0.0
Abdelkabir Abqar,1101232,LaLiga 24/25,LaLiga,Deportivo Alavés,6.7793103448276,29,0,0,1,1,0.39499541,711,924,76.948051948052,504,209,90,8,3,75.0,36,39,13,0,0,2,40.0,12,1,68,52.307692307692,42,53.846153846154,2467,0.0,0,0,1,2,0,0,83,35.622317596567,144,0,1,3,242,2,120,54,1296,31,47,0,0,14,2,2,0,0,5,0,0,0,0,0,0,29,0.0,8,4,5,233,41,23,63.888888888889,0,530,399,0,0.8893,87,0,29,0.0
Abdelkabir Abqar,1101232,LaLiga 23/24,LaLiga,Deportivo Alavés,6.8185185185185,27,0,0,0,0,0.20001341,549,753,72.908366533865,385,164,74,3,3,75.0,35,23,10,0,0,0,0.0,10,3,61,55.963302752294,39,51.315789473684,2314,0.0,0,0,0,2,0,0,80,36.866359447005,110,0,0,1,226,3,132,48,1067,23,33,1,1,14,1,2,0,0,7,0,0,0,0,0,0,27,0.0,3,4,2,217,30,19,54.285714285714,0,436,319,1,0.4607,109,0,27,0.0
Kike García,84972,LaLiga 24/25,LaLiga,Deportivo Alavés,7.0457142857143,35,13,0,5,0,1.56012393,382,571,66.900175131349,109,274,154,13,13,39.393939393939,19,1,3,0,1,1,7.6923076923077,63,27,89,45.408163265306,112,52.093023255814,2560,20.634920634921,3,3,1,0,0,0,14,51.851851851852,23,0,0,42,366,22,40,24,999,59,49,1,0,11,22,10,0,0,3,0,0,0,0,0,0,29,0.0,13,33,13,27,25,14,73.684210526316,1,131,453,2,9.836,90,0,35,0.0
Kike García,84972,LaLiga 23/24,LaLiga,Deportivo Alavés,6.840625,32,3,2,15,2,1.42068393,197,288,68.402777777778,50,150,98,18,15,50.0,8,1,3,0,0,3,30.0,57,26,59,49.166666666667,50,43.859649122807,1437,5.2631578947368,1,0,2,0,0,0,8,50.0,12,0,0,21,194,15,18,10,588,36,25,4,0,5,7,6,0,0,0,0,0,0,0,0,0,15,0.0,18,30,10,16,15,4,50.0,0,63,235,1,7.6697,52,0,33,0.0
Andoni Gorosabel,866810,LaLiga 23/24,LaLiga,Deportivo Alavés,6.8382352941176,34,1,3,0,0,2.44623296,786,959,81.960375391032,355,446,233,15,25,59.52380952381,62,28,6,0,0,15,18.518518518519,15,6,127,54.50643776824,26,30.952380952381,2863,6.6666666666667,0,0,1,1,0,0,32,48.484848484848,65,0,0,29,353,7,49,30,1732,41,29,0,0,37,0,6,0,0,5,0,0,0,0,0,0,33,0.0,15,42,81,66,35,42,67.741935483871,0,410,630,1,0.7197,164,0,36,0.0
