İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Robin Le Normand,787751,LaLiga 23/24,LaLiga,Real Sociedad,6.9724137931034,29,2,0,0,0,0.78870788,1562,1762,88.649262202043,1121,441,112,3,1,100.0,31,28,13,0,0,0,0.0,8,5,53,52.475247524752,112,64.367816091954,2473,25.0,0,0,0,1,0,0,92,56.79012345679,94,0,1,6,225,2,67,36,2037,23,33,0,1,13,1,0,0,0,7,0,0,0,0,0,0,28,0.0,3,1,1,162,30,22,70.967741935484,0,1188,575,1,1.0855,111,0,29,0.0
Robin Le Normand,787751,UEFA Champions League 23/24,UEFA Champions League,Real Sociedad,6.8142857142857,7,0,0,1,0,0.03557468,286,320,89.375,207,79,13,0,0,0.0,8,11,2,0,0,0,0.0,6,2,13,44.827586206897,18,52.941176470588,573,0.0,0,0,0,0,0,0,17,50.0,15,0,0,1,38,2,14,4,381,6,11,0,0,5,0,1,0,0,2,0,0,0,0,0,0,7,0.0,0,0,0,34,6,5,62.5,0,216,104,0,0.1677,17,0,7,0.0
Mikel Oyarzabal,823622,LaLiga 25/26,LaLiga,Real Sociedad,7.0592592592593,27,12,12,15,3,3.10399982,465,611,76.104746317512,175,290,184,37,29,58.0,20,3,2,0,0,2,12.5,71,31,85,48.022598870056,32,32.323232323232,2274,16.901408450704,5,5,0,0,2,0,15,55.555555555556,22,0,2,40,298,20,28,13,1028,37,18,1,0,15,12,16,0,0,2,0,0,0,0,0,0,26,0.0,37,50,16,27,36,13,65.0,0,205,406,2,12.8602,76,3,27,0.0
Mikel Oyarzabal,823622,LaLiga 24/25,LaLiga,Real Sociedad,6.8085714285714,35,9,4,10,3,1.7939255,364,490,74.285714285714,146,221,122,15,9,50.0,25,4,4,1,1,3,30.0,43,18,55,46.218487394958,33,30.841121495327,2262,20.93023255814,4,4,1,0,0,0,6,40.0,13,0,0,30,239,13,16,7,794,22,14,2,0,13,18,8,0,0,2,0,0,0,0,0,0,28,0.0,15,18,10,15,26,16,64.0,0,167,333,1,10.2634,48,0,35,0.0
Mikel Oyarzabal,823622,LaLiga 23/24,LaLiga,Real Sociedad,6.8575757575758,33,9,4,8,3,1.33867048,372,492,75.609756097561,154,219,127,21,10,38.461538461538,23,4,3,0,0,1,10.0,40,19,52,41.6,27,34.615384615385,2157,22.5,2,2,0,0,3,0,13,59.090909090909,11,0,0,26,238,18,21,13,790,20,20,2,0,14,19,13,0,0,4,0,0,0,0,0,0,23,0.0,21,26,10,22,20,18,78.260869565217,0,189,313,1,9.0992,69,0,33,0.0
Mikel Oyarzabal,823622,UEFA Europa League 24/25,UEFA Europa League,Real Sociedad,7.1083333333333,12,5,2,5,1,1.02866754,128,177,72.316384180791,38,92,53,9,6,60.0,4,3,2,0,0,2,40.0,23,12,17,50.0,12,32.432432432432,730,21.739130434783,4,3,3,0,1,0,3,50.0,8,0,0,4,82,8,11,5,285,8,5,0,0,6,2,6,1,0,0,0,0,0,0,0,0,9,0.0,8,10,5,6,13,4,100.0,0,46,136,0,6.6147,17,0,12,0.0
Mikel Oyarzabal,823622,UEFA Champions League 23/24,UEFA Champions League,Real Sociedad,6.9142857142857,7,2,1,4,0,0.23601449,119,144,82.638888888889,43,78,37,8,2,20.0,8,0,0,0,0,2,66.666666666667,10,9,14,34.146341463415,6,37.5,588,20.0,0,0,1,0,0,0,4,66.666666666667,0,0,0,10,54,9,5,3,211,4,8,0,0,3,4,0,0,0,2,0,0,0,0,0,0,7,0.0,8,10,3,6,3,5,62.5,0,53,94,0,1.9922,28,0,7,0.0
Orri Steinn Óskarsson,1026015,LaLiga 25/26,LaLiga,Real Sociedad,6.7833333333333,12,4,1,3,0,0.13180664,35,56,62.5,12,23,14,2,2,100.0,4,1,2,0,0,0,0.0,9,6,7,38.888888888889,8,44.444444444444,322,44.444444444444,0,0,0,0,0,0,1,100.0,5,0,0,3,33,2,0,0,98,1,8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0.0,2,2,1,1,5,3,75.0,0,17,39,1,2.2779,7,0,13,0.0
Orri Steinn Óskarsson,1026015,LaLiga 24/25,LaLiga,Real Sociedad,6.5869565217391,23,3,0,9,0,0.45308476,103,185,55.675675675676,33,71,40,5,2,28.571428571429,6,2,1,0,0,1,14.285714285714,19,7,14,33.333333333333,31,36.046511627907,948,15.789473684211,0,0,0,0,0,0,1,25.0,11,0,0,11,127,4,7,2,305,6,7,1,0,6,10,2,0,0,0,0,0,0,0,0,0,9,0.0,5,7,7,4,15,6,100.0,0,50,142,0,5.0998,15,0,23,0.0
Orri Steinn Óskarsson,1026015,UEFA Europa League 24/25,UEFA Europa League,Real Sociedad,7.0,9,4,1,3,0,0.11863197,62,98,63.265306122449,21,41,27,3,2,66.666666666667,4,0,1,0,0,0,0.0,13,6,9,47.368421052632,16,48.484848484848,407,30.769230769231,0,0,0,0,0,0,0,0.0,6,0,0,3,54,1,3,0,158,3,4,2,0,4,5,0,0,0,0,0,0,0,0,0,0,4,0.0,3,3,1,0,7,2,50.0,0,27,72,0,3.237,4,0,9,0.0
