İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented,totalRating,goalsAssistsSum,inaccuratePasses,shotsOffTarget,totalDuelsWon,totalDuelsWonPercentage,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,penaltyFaced,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,penaltyConversion,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,scoringFrequency,savesCaught,savesParried,goalKicks,id,kilometersCovered,numberOfSprints,topSpeed,substitutionsIn,substitutionsOut
Ismael Gharbi,1113488,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.3,1,0,0,0,0,0.0209596,22,29,75.862068965517,12,10,4,0,0,0.0,3,0,0,0,0,0,0.0,0,0,5,38.461538461538,0,0.0,69,0.0,0,0,0,0,0,0,1,50.0,0,0,0,3,14,0,3,2,47,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,2,0,0,0.0,0,14,15,0,0.0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pau Víctor,1031567,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.8423076923077,26,6,7,7,4,2.13925531,580,680,85.294117647059,199,381,233,17,28,54.901960784314,20,5,4,0,0,3,20.0,38,18,73,48.026315789474,16,43.243243243243,1820,15.789473684211,0,0,0,0,0,0,15,60.0,16,0,0,19,208,13,20,13,987,26,25,1,0,15,8,8,0,0,3,0,0,0,0,0,0,22,0.0,17,51,15,25,23,10,50.0,0,216,464,1,7.5284,59,1,26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Horta,314380,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,7.35,24,13,6,4,4,4.5833706,816,928,87.931034482759,234,582,345,45,6,33.333333333333,28,10,3,0,1,33,29.72972972973,51,29,49,46.22641509434,5,45.454545454545,1838,25.490196078431,3,2,1,0,3,0,31,64.583333333333,16,0,1,14,256,16,47,31,1293,15,25,5,0,8,2,7,1,0,3,0,0,0,0,0,0,21,0.0,44,18,111,48,18,18,64.285714285714,1,255,673,5,9.4113,48,2,24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amine El Ouazzani,1014048,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.43,10,2,0,3,0,0.34242326,77,94,81.914893617021,24,53,35,8,3,60.0,2,2,0,0,0,0,0.0,15,5,14,40.0,8,33.333333333333,582,13.333333333333,1,1,0,0,0,0,3,100.0,1,0,0,8,40,7,2,2,158,9,9,2,0,2,0,3,0,0,4,0,0,0,0,0,0,6,0.0,8,5,2,3,3,1,50.0,0,28,66,0,2.9618,18,0,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fran Navarro,914772,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.5590909090909,22,5,0,7,0,0.15201751,108,132,81.818181818182,34,74,41,2,5,38.461538461538,8,2,2,0,0,0,0.0,16,11,22,34.375,7,24.137931034483,826,31.25,0,0,0,0,0,0,2,100.0,1,0,0,16,69,4,5,4,244,9,16,1,0,4,2,3,0,0,0,0,0,0,0,0,0,9,0.0,2,13,1,2,10,1,12.5,0,39,93,0,4.7767,17,0,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandro Vidigal,1649069,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.625,4,0,0,0,0,0.00753275,11,14,78.571428571429,5,6,4,0,2,50.0,0,0,1,0,0,0,0.0,2,0,6,54.545454545455,3,75.0,61,0.0,0,0,0,0,0,0,1,100.0,4,0,0,0,9,0,1,1,36,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0,4,1,1,0,0,0.0,0,6,8,0,0.0565,2,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Baptiste Gorby,1120039,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.7272727272727,22,0,1,0,0,0.86887622,1054,1135,92.863436123348,454,600,255,5,9,56.25,22,16,4,0,0,2,25.0,11,3,43,53.086419753086,5,27.777777777778,1451,0.0,0,0,0,1,0,0,26,53.061224489796,8,0,1,3,120,6,29,21,1306,12,13,0,0,15,0,6,0,0,1,0,0,0,0,0,0,17,0.0,5,16,8,49,16,14,63.636363636364,0,478,657,0,0.4232,85,4,22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Moscardo,1485309,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.5666666666667,15,0,1,0,0,0.47414961,204,239,85.355648535565,93,111,45,3,2,33.333333333333,14,1,3,0,0,0,0.0,6,1,19,45.238095238095,17,68.0,412,0.0,0,0,0,0,0,0,4,36.363636363636,9,0,1,4,54,1,6,2,304,3,11,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0.0,3,6,0,11,4,8,57.142857142857,0,102,137,0,0.3051,15,1,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Zalazar,966575,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,7.4083333333333,24,15,8,3,4,4.5866719,754,919,82.045701849837,176,578,368,36,47,48.958333333333,19,5,6,0,0,16,23.529411764706,65,26,111,46.835443037975,34,47.887323943662,1807,23.076923076923,10,10,0,0,4,0,23,58.974358974359,11,0,0,47,379,17,58,21,1455,45,18,1,0,16,6,17,0,0,2,0,0,0,0,0,0,20,0.0,36,96,68,39,24,12,63.157894736842,0,194,725,6,11.8313,78,0,24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demir Ege Tıknaz,1142613,Liga Portugal 25/26,Liga Portugal Betclic,Sporting Braga,6.7333333333333,3,0,0,0,0,0.02780312,44,45,97.777777777778,18,26,11,0,0,0.0,2,0,0,0,0,0,0.0,0,0,2,66.666666666667,4,80.0,50,0.0,0,0,0,0,0,0,1,50.0,2,0,0,0,3,0,2,1,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,2,1,1,50.0,0,18,27,0,0.0,0,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
