İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,ballRecovery,outfielderBlocks,appearances,goalsPrevented
Jetro Willems,138828,Eredivisie 23/24,VriendenLoterij Eredivisie,Heracles Almelo,6.7222222222222,18,0,1,0,0,0.92517304,443,535,82.803738317757,251,200,96,13,8,61.538461538462,18,10,2,0,0,8,28.571428571429,10,0,43,58.108108108108,7,38.888888888889,1082,0.0,0,0,0,0,0,0,29,47.540983606557,33,1,0,18,159,3,36,10,814,17,3,0,0,5,0,4,0,0,0,0,0,0,0,0,0,11,0.0,13,13,28,61,25,12,66.666666666667,0,287,276,0,0.2784,79,0,20,0.0
Mats Rots,1387012,Eredivisie 24/25,VriendenLoterij Eredivisie,Heracles Almelo,6.88,15,1,2,0,0,0.8301271,402,489,82.208588957055,230,175,96,7,25,55.555555555556,33,14,0,0,0,3,17.647058823529,17,2,68,56.198347107438,8,33.333333333333,1318,5.8823529411765,0,0,1,1,0,0,26,46.428571428571,42,0,0,9,191,4,23,16,897,10,8,2,0,17,0,10,0,0,3,0,0,0,0,0,0,15,0.0,7,45,17,56,26,22,66.666666666667,0,259,247,2,1.0851,64,0,15,0.0
Jizz Hornkamp,914392,Eredivisie 24/25,VriendenLoterij Eredivisie,Heracles Almelo,6.8384615384615,26,8,3,6,2,1.19560854,225,338,66.568047337278,92,136,84,14,12,40.0,9,3,5,0,0,3,30.0,40,17,33,30.275229357798,53,51.456310679612,1590,20.0,2,2,0,0,4,0,11,52.380952380952,25,0,0,20,207,9,17,11,600,12,34,1,0,6,5,6,0,0,0,0,0,0,0,0,0,19,0.0,14,30,10,21,31,6,66.666666666667,0,115,233,1,6.4207,43,0,26,0.0
Jizz Hornkamp,914392,Eredivisie 23/24,VriendenLoterij Eredivisie,Heracles Almelo,7.3176470588235,17,10,4,6,2,1.84435364,180,278,64.748201438849,81,100,55,17,9,50.0,12,3,2,0,0,1,25.0,41,19,36,40.449438202247,58,54.205607476636,1294,24.390243902439,3,3,1,0,1,0,4,57.142857142857,16,0,0,17,156,6,13,9,468,15,23,1,0,5,5,4,0,0,0,0,0,0,0,0,0,15,0.0,17,18,4,7,28,7,58.333333333333,0,99,183,2,7.8312,28,0,17,0.0
Michael Brouwer,252027,Eredivisie 23/24,VriendenLoterij Eredivisie,Heracles Almelo,7.2647058823529,34,0,1,0,1,0.12625629,682,1185,57.552742616034,527,155,55,3,1,100.0,2,1,0,0,0,0,0.0,0,0,4,80.0,11,78.571428571429,3060,0.0,0,0,0,0,0,0,244,32.839838492598,46,2,0,0,514,0,212,88,1601,1,0,0,0,1,0,0,0,154,4,0,32,5,5,29,2,34,0.0,3,1,0,743,74,0,0.0,0,604,581,2,0.0,299,0,34,-3.9803
Emil Hansson,794362,Eredivisie 23/24,VriendenLoterij Eredivisie,Heracles Almelo,6.8,24,5,5,2,6,4.95998882,483,609,79.310344827586,157,354,199,33,26,34.666666666667,13,1,2,0,0,28,33.734939759036,30,14,44,32.835820895522,0,0.0,1895,16.666666666667,3,2,0,1,0,0,16,53.333333333333,15,0,0,15,307,15,35,21,957,5,8,0,0,19,2,13,0,0,0,0,0,0,0,0,0,24,0.0,33,75,83,30,44,6,46.153846153846,0,184,508,0,3.8384,129,0,24,0.0
Juho Talvitie,1149147,Eredivisie 24/25,VriendenLoterij Eredivisie,Heracles Almelo,6.7967741935484,31,3,1,2,0,1.43212003,284,359,79.108635097493,101,193,124,14,56,56.0,15,14,1,0,0,10,27.777777777778,32,10,90,46.39175257732,6,33.333333333333,1522,9.375,0,0,1,0,0,0,8,61.538461538462,11,0,0,28,223,18,22,8,733,19,12,2,0,21,0,10,0,0,0,0,0,0,0,0,0,17,0.0,14,100,36,13,33,10,66.666666666667,0,116,279,0,3.0158,83,0,31,0.0
Luka Kulenović,998999,VriendenLoterij Eredivisie 25/26,VriendenLoterij Eredivisie,Heracles Almelo,6.768,25,5,2,7,3,0.94513457,183,313,58.466453674121,40,143,91,13,5,62.5,7,4,0,0,0,0,0.0,40,12,24,29.62962962963,90,63.829787234043,1338,12.5,2,2,0,0,0,0,4,44.444444444444,17,0,0,20,207,5,9,2,514,12,25,5,0,10,6,6,0,0,0,0,0,0,0,0,0,13,0.0,13,8,4,9,40,6,85.714285714286,0,58,255,0,6.3585,39,1,25,0.0
Luka Kulenović,998999,Eredivisie 24/25,VriendenLoterij Eredivisie,Heracles Almelo,7.0541666666667,24,9,3,10,2,0.87464557,198,326,60.736196319018,71,128,84,17,8,33.333333333333,12,4,0,0,0,1,16.666666666667,39,20,31,32.631578947368,100,64.102564102564,1455,23.076923076923,0,0,0,0,0,0,6,75.0,10,0,0,23,210,11,7,3,541,12,23,2,0,3,8,4,0,0,0,0,0,0,0,0,0,15,0.0,17,24,6,8,30,8,66.666666666667,0,94,238,2,7.0335,37,0,24,0.0
Yvandro Borges Sanches,1123613,VriendenLoterij Eredivisie 25/26,VriendenLoterij Eredivisie,Heracles Almelo,6.7181818181818,11,2,0,0,0,0.28984561,95,114,83.333333333333,44,51,25,1,8,38.095238095238,13,0,0,0,0,2,22.222222222222,6,4,24,45.283018867925,0,0.0,515,33.333333333333,0,0,0,0,0,0,6,75.0,5,0,0,9,71,2,9,4,233,3,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,5,0.0,1,21,9,8,18,8,61.538461538462,0,46,68,0,0.3245,25,0,11,0.0
